GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
AF186192.1	A	A	A	A	A	A	A	A	A	A
AF198444	A	A	A	A	A	A	A	A	A	A
AF213884.2	A	A	A	A	A	A	A	A	A	A
AF279780	A	A	A	A	P	A	A	A	A	A
AF289551	A	A	A	A	A	P	P	M	A	A
AF520793	A	P	A	A	P	P	P	P	P	A
AFAP1	A	A	A	A	A	A	A	A	A	A
AFAP1-AS1	A	P	A	A	A	A	P	A	A	A
AFAP1L1	A	A	A	A	A	A	A	A	A	A
AFAP1L2	A	P	A	A	P	A	P	A	P	A
AFF1	P	P	P	P	P	P	P	P	P	P
AFF2	P	A	P	A	P	P	P	A	A	A
AFF3	P	P	P	A	P	P	P	P	P	P
AFF4	P	P	P	P	P	P	P	P	P	P
AFG3L1P	P	P	P	P	P	P	P	P	P	P
AFG3L2	P	P	P	P	P	P	P	P	P	P
AFM	A	A	A	A	A	A	A	A	A	A
AFMID	A	M	P	A	P	P	A	A	A	A
AFP	A	A	A	A	A	A	A	A	A	A
AFTPH	P	P	P	P	P	P	P	P	P	P
AGA	P	P	P	P	P	P	P	P	P	P
AGAP1	P	P	A	A	A	P	P	P	P	P
AGAP10	P	P	P	P	P	P	P	P	P	P
AGAP11	P	A	M	A	P	P	A	P	P	P
AGAP2	A	A	A	A	A	A	A	A	A	A
AGAP2-AS1	A	A	A	A	A	A	A	A	A	A
AGAP3	A	P	A	A	P	A	A	A	A	A
AGAP4	A	P	A	A	P	A	P	P	A	P
AGAP6	A	A	A	A	A	A	A	P	A	P
AGAP9	A	A	A	A	A	A	A	P	A	P
AGBL1	A	A	A	A	A	A	A	A	A	A
AGBL2	A	A	A	A	A	P	P	P	P	A
AGBL3	P	P	A	A	P	P	A	A	P	A
AGBL4	A	A	A	A	A	A	A	A	A	A
AGBL5	P	P	A	P	P	P	P	P	P	P
AGER	A	A	A	A	P	A	P	A	A	A
AGFG1	P	P	P	P	P	P	P	P	P	P
AGFG2	M	A	A	A	A	A	A	A	P	P
AGGF1	P	P	P	P	P	P	P	P	P	P
AGK	P	P	P	P	P	P	P	P	P	P
AGL	P	P	P	P	P	P	P	P	P	P
AGMAT	P	P	P	P	P	P	P	P	P	M
AGO1	P	P	P	P	P	P	P	P	P	P
AGO2	P	P	P	P	P	P	P	P	P	P
AGO3	P	P	P	P	P	P	P	P	P	P
AGO4	P	P	A	P	P	P	P	P	P	P
AGPAT1	P	P	P	A	P	P	P	P	P	P
AGPAT2	M	P	A	A	P	P	P	P	P	P
AGPAT3	A	P	P	P	P	P	P	A	P	A
AGPAT4	P	P	A	P	A	P	P	P	P	P
AGPAT4-IT1	A	P	A	A	A	P	A	P	P	A
AGPAT5	P	P	P	P	P	P	P	P	P	P
AGPAT6	P	P	P	P	P	P	P	P	P	P
AGPAT9	A	P	A	P	P	A	P	P	A	A
AGPS	P	P	P	P	P	P	P	P	P	P
AGR2	A	A	A	A	A	A	A	A	A	A
AGR3	A	A	A	A	A	A	A	A	A	A
AGRN	A	A	M	P	M	A	P	A	P	A
AGRP	A	A	A	A	A	A	A	A	A	A
AGT	A	A	A	P	A	P	A	A	A	A
AGTPBP1	P	P	P	P	P	P	P	P	P	P
AGTR1	A	P	A	A	A	P	P	P	P	A
AGTR2	A	A	A	A	A	A	A	A	A	A
AGTRAP	P	P	P	P	P	P	P	P	P	P
AGXT	A	A	A	P	A	A	A	A	A	A
AGXT2	A	A	A	A	A	A	A	M	P	A
AHCTF1	P	P	P	P	P	P	P	P	P	P
AHCY	P	P	P	P	P	P	P	P	P	P
AHCYL1	P	P	P	P	P	P	P	P	P	P
AHCYL2	A	A	P	A	P	P	A	P	P	M
AHDC1	P	P	A	A	P	P	P	P	P	P
AHI1	P	P	A	P	P	P	P	P	P	P
AHNAK	A	P	A	P	P	P	M	P	P	P
AHNAK2	P	A	A	A	A	A	A	A	A	A
AHR	A	P	A	P	P	P	P	P	P	P
AHRR	A	M	A	A	A	A	A	A	P	A
AHSA1	P	P	P	P	P	P	P	P	P	P
AHSA2	P	P	P	P	P	P	P	P	P	P
AHSG	A	A	A	A	A	A	A	A	A	A
AHSP	P	P	P	P	P	P	P	P	A	P
AICDA	A	A	P	A	P	P	A	A	A	A
AIDA	P	P	P	P	P	P	P	P	P	P
AIF1	A	P	P	P	P	P	P	P	P	P
AIF1L	A	A	A	A	P	A	A	A	A	A
AIFM1	P	P	P	A	P	P	A	P	P	P
AIFM2	P	A	A	A	P	P	A	P	P	A
AIFM3	A	A	A	A	A	A	A	A	A	A
AIG1	P	P	A	P	P	P	P	A	M	P
AIM1	P	P	P	P	P	P	P	P	P	P
AIM1L	A	A	A	P	A	A	P	A	A	A
AIM2	P	A	P	P	P	P	A	P	M	A
AIMP1	P	P	P	P	P	P	P	P	P	P
AIMP2	P	P	P	P	P	P	P	P	P	P
AIP	P	P	P	P	P	P	P	P	P	P
AIPL1	M	A	A	A	A	A	P	A	A	P
AIRE	A	A	A	A	A	A	A	A	P	A
AJ011981	A	A	A	A	A	A	A	A	A	A
AJ420595	A	A	A	A	A	A	P	A	P	A
AJ606316	A	A	A	A	A	A	A	P	P	P
AJAP1	A	M	A	A	A	A	A	A	A	A
AJUBA	P	P	A	A	P	A	A	P	P	A
AK000798	A	A	A	A	A	A	A	A	A	A
AK021537	A	A	P	A	P	A	P	P	A	A
AK021804	A	A	A	A	A	A	A	A	A	M
AK021933	A	A	A	A	A	A	A	A	P	A
AK021977	M	A	P	A	A	P	A	A	A	P
AK022030	P	P	P	A	P	P	P	P	P	P
AK022793	A	A	A	A	A	A	A	A	A	A
AK023627	P	P	A	P	P	P	P	P	P	P
AK024119	M	A	A	A	A	A	A	A	A	A
AK024134	A	M	A	A	A	A	A	A	P	P
AK024242	A	A	A	A	A	A	A	P	A	A
AK024936	A	A	A	A	A	A	A	A	A	A
AK025117	P	P	P	A	P	P	P	P	P	P
AK025288	P	P	P	A	P	P	P	A	A	A
AK025975	A	A	A	P	A	A	A	A	A	A
AK026714	P	P	P	P	P	P	P	P	P	P
AK026905	P	A	A	A	A	P	A	A	P	P
AK054708	A	A	A	A	A	A	A	A	A	A
AK054988	A	A	A	A	A	A	A	A	A	P
AK055055	A	A	A	A	A	A	A	A	A	A
AK055458	A	A	A	A	A	A	A	A	A	A
AK055910	A	A	A	A	A	A	A	A	P	A
AK055981	P	P	P	A	P	P	P	P	P	P
AK056098	A	A	A	A	A	A	A	A	A	A
AK056982	P	P	A	A	A	P	A	P	P	P
AK057259	A	A	A	A	A	A	A	A	A	A
AK057554	A	A	A	A	A	A	A	A	A	A
AK057657	P	P	P	P	P	P	P	P	P	P
AK057978	P	P	A	A	A	P	P	P	P	P
AK074476	M	M	A	A	P	A	P	P	P	A
AK090844	P	P	P	A	P	P	P	P	P	P
AK091028	A	A	A	P	A	A	A	A	A	A
AK091729	A	P	A	A	A	P	P	A	P	A
AK093205	A	A	A	A	A	A	A	A	A	A
AK093256	A	A	A	A	A	A	A	A	A	P
AK093301	A	A	A	M	A	A	A	A	A	A
AK093356	P	A	P	A	A	P	A	A	P	A
AK093362	A	A	A	A	A	A	A	A	A	A
AK093370	P	A	A	A	A	A	A	P	A	A
AK094644	A	P	A	A	P	A	P	A	A	A
AK094733	A	A	A	A	A	A	A	A	A	A
AK096159	A	M	A	A	A	A	A	A	A	A
AK096335	A	A	A	A	A	A	A	A	A	A
AK096592	P	P	A	P	A	A	P	P	P	P
AK096803	A	A	A	P	A	M	A	A	A	A
AK097119	A	A	A	A	A	A	A	A	A	P
AK097242	A	A	A	A	A	A	A	A	A	A
AK097370	A	A	A	A	A	A	A	A	A	A
AK097453	A	A	A	A	A	A	A	A	P	P
AK097836	A	A	A	A	A	A	A	A	A	A
AK098263	A	A	A	P	A	A	A	A	A	A
AK1	A	P	A	P	P	M	P	P	P	P
AK123826	A	A	A	A	P	A	P	A	P	P
AK125860	A	A	A	A	A	A	A	A	A	A
AK126278	P	P	A	A	A	P	P	A	P	A
AK128734	A	P	A	A	A	A	P	A	P	A
AK130486	A	A	A	A	A	A	A	A	A	A
AK131021	M	A	A	A	A	A	A	A	A	P
AK2	P	P	P	P	P	P	P	P	P	P
AK291611	A	A	A	A	A	A	A	A	A	A
AK3	P	P	P	P	P	P	P	P	P	P
AK311120	A	A	A	A	A	A	A	A	A	A
AK4	P	P	A	P	P	P	P	A	P	A
AK5	A	A	A	P	A	A	A	A	A	A
AK6	P	P	P	P	P	P	P	P	P	P
AK7	A	A	A	A	A	A	A	A	A	A
AK8	P	A	A	A	A	P	P	P	P	A
AK9	P	P	P	A	P	A	P	P	P	P
AKAP1	P	P	P	P	P	P	P	P	P	P
AKAP10	P	P	P	P	P	P	P	P	P	P
AKAP11	P	P	P	P	P	P	P	P	P	P
AKAP12	A	P	A	A	P	A	A	A	A	A
AKAP13	P	P	P	P	P	P	P	P	P	P
AKAP14	A	A	A	A	A	A	A	A	A	A
AKAP17A	P	P	P	P	P	P	P	P	P	P
AKAP2	P	P	P	P	P	P	P	P	P	P
AKAP3	A	A	A	A	A	A	A	A	A	A
AKAP4	A	A	A	A	A	A	A	A	A	A
AKAP5	P	A	A	A	P	A	A	A	A	A
AKAP6	A	A	A	A	A	A	A	A	P	A
AKAP7	P	P	A	A	P	P	P	P	P	P
AKAP8	P	P	P	P	P	P	P	P	P	P
AKAP8L	P	P	P	P	P	P	P	P	P	P
AKAP9	P	P	P	P	P	P	P	P	P	P
AKIP1	P	P	P	P	P	P	P	P	P	P
AKIRIN1	P	P	P	P	P	P	P	P	P	P
AKIRIN2	P	P	P	P	P	P	P	P	P	P
AKNA	P	P	P	P	P	P	P	P	P	P
AKNAD1	P	A	A	A	A	A	A	A	A	A
AKR1A1	P	P	P	P	P	P	P	P	P	P
AKR1B1	P	P	P	P	P	P	P	P	P	P
AKR1B10	A	P	P	A	A	A	A	A	A	A
AKR1C1	A	P	A	A	A	A	P	P	P	P
AKR1C2	A	A	A	A	A	A	A	A	P	P
AKR1C3	A	P	A	P	A	P	P	P	P	P
AKR1C4	A	A	A	A	A	A	A	A	A	A
AKR1C6P	A	A	A	A	A	A	A	P	A	A
AKR1D1	A	A	A	A	A	A	A	A	A	A
AKR1E2	A	P	A	A	A	P	A	P	P	A
AKR7A2	P	P	P	P	P	P	P	P	P	P
AKR7A3	P	P	A	A	P	P	A	P	P	A
AKT1	P	P	P	A	P	P	P	P	P	P
AKT1S1	P	M	A	A	P	P	P	P	P	A
AKT2	P	P	P	P	P	P	P	P	P	P
AKT3	P	P	A	P	P	P	P	P	P	P
AKTIP	P	P	A	A	P	P	P	P	P	A
AL022341.3	A	A	A	A	A	A	A	A	A	A
AL022344.5	A	M	A	A	A	A	A	A	A	A
AL109706	A	A	A	A	A	A	P	A	A	A
AL110181	P	A	A	A	P	P	A	A	A	A
AL132709.8	A	A	M	A	A	A	A	A	A	A
AL133493.2	A	P	A	A	P	A	A	A	P	A
AL590762.11	P	P	P	A	P	P	A	P	P	P
AL831948	A	A	A	A	A	A	A	A	A	A
AL832163	A	A	A	A	A	A	A	A	A	A
AL832615	A	A	A	A	A	A	A	A	A	A
AL832909	P	P	A	P	P	P	P	P	P	P
AL833181	A	P	A	A	P	P	P	P	P	P
AL928742.12	A	A	A	A	A	A	A	A	A	A
AL928768.3	A	P	A	M	P	P	P	P	P	A
ALAD	P	P	A	P	P	P	P	P	P	P
ALAS1	P	P	P	P	P	P	P	P	P	P
ALAS2	A	P	A	P	P	A	P	P	A	P
ALB	A	M	A	P	A	P	A	A	A	A
ALCAM	P	P	P	P	P	P	P	P	P	P
ALDH16A1	P	P	P	A	P	P	A	P	P	P
ALDH18A1	P	P	P	P	P	P	P	P	P	P
ALDH1A1	A	P	A	A	A	P	P	A	A	A
ALDH1A2	A	A	A	A	A	A	A	A	A	A
ALDH1A3	A	A	A	A	A	A	A	P	M	A
ALDH1B1	A	A	A	P	P	P	A	A	A	A
ALDH1L1	M	P	A	A	P	P	A	A	P	P
ALDH1L1-AS2	A	A	A	A	P	A	A	A	A	A
ALDH1L2	P	A	A	A	A	A	A	A	A	A
ALDH2	P	P	P	P	P	P	P	P	P	P
ALDH3A1	A	A	A	A	A	P	A	A	A	A
ALDH3A2	A	P	P	P	P	P	M	P	P	P
ALDH3B1	A	P	P	P	P	P	P	P	P	P
ALDH3B2	P	P	A	A	A	A	A	A	A	A
ALDH4A1	A	A	A	A	A	A	A	A	P	A
ALDH5A1	P	P	P	P	P	P	M	P	P	P
ALDH6A1	P	P	P	P	P	P	P	P	P	P
ALDH7A1	P	P	A	A	P	A	P	P	P	P
ALDH8A1	A	P	A	A	A	A	A	P	P	A
ALDH9A1	P	P	P	P	P	P	P	P	P	P
ALDOA	P	P	P	P	P	P	P	P	P	P
ALDOAP2	A	A	A	A	A	A	A	A	A	A
ALDOB	A	A	A	P	A	A	A	P	A	P
ALDOC	P	P	A	A	P	P	P	P	P	P
ALG1	P	P	A	A	P	P	M	P	P	A
ALG10	P	P	P	A	P	P	P	P	P	P
ALG11	P	P	P	A	P	P	P	P	P	P
ALG12	A	A	A	A	A	A	A	A	M	A
ALG13	P	P	P	P	P	P	P	P	P	P
ALG14	P	P	P	P	P	P	P	P	P	P
ALG2	P	P	P	P	P	P	P	P	P	P
ALG3	P	M	P	A	P	P	A	P	P	P
ALG5	P	P	P	P	P	P	P	P	P	P
ALG6	P	P	P	P	P	P	P	P	P	P
ALG8	P	P	P	P	P	P	P	P	P	P
ALG9	P	P	P	P	P	P	P	P	P	P
ALK	A	A	A	A	A	A	A	A	P	A
ALKBH1	P	P	P	A	P	P	P	P	P	P
ALKBH2	P	P	P	A	P	P	A	P	P	P
ALKBH3	P	P	M	P	P	P	A	P	P	P
ALKBH3-AS1	A	A	A	A	A	A	A	A	A	A
ALKBH4	P	P	A	A	P	P	P	P	P	A
ALKBH5	P	P	P	P	P	P	P	P	P	P
ALKBH6	P	P	P	A	P	P	P	P	P	P
ALKBH7	P	P	P	P	P	P	P	P	P	P
ALKBH8	P	P	P	A	P	P	P	M	P	P
ALLC	A	A	A	A	A	A	A	A	A	A
ALMS1	P	P	P	A	P	P	P	P	P	P
ALMS1-IT1	P	P	A	M	P	P	P	P	P	P
ALMS1P	A	A	A	A	A	A	A	A	A	A
ALOX12	P	A	A	A	A	A	P	A	A	A
ALOX12B	A	A	A	A	A	A	A	A	A	A
ALOX12P2	A	A	A	P	A	A	A	A	A	A
ALOX15	A	A	A	A	A	A	A	A	A	A
ALOX15B	A	A	A	A	A	A	A	A	A	A
ALOX5	P	P	P	P	P	P	P	P	P	P
ALOX5AP	P	P	P	P	P	P	P	P	P	P
ALOXE3	A	A	A	A	A	A	A	A	A	A
ALPI	A	A	A	A	A	A	A	A	A	A
ALPK1	P	P	A	A	A	A	P	P	P	P
ALPK2	A	A	P	A	P	A	A	A	A	A
ALPK3	A	A	A	A	A	A	A	A	A	A
ALPL	A	P	P	P	P	P	P	P	A	P
ALPP	A	A	A	A	P	A	A	A	A	A
ALPPL2	A	P	P	A	M	A	A	A	A	A
ALS2	P	P	A	A	P	P	P	P	P	P
ALS2CL	A	A	A	A	A	A	A	A	A	A
ALS2CR11	A	A	A	P	A	A	A	A	A	P
ALS2CR12	A	A	A	A	A	A	A	A	A	A
ALX1	A	A	A	A	A	A	A	A	A	A
ALX3	A	A	A	A	A	A	A	A	A	A
ALX4	A	A	A	A	A	A	A	A	A	A
ALYREF	P	P	P	P	P	P	P	P	P	P
AMACR	P	P	P	A	P	P	P	P	P	P
AMBN	A	A	A	A	A	A	A	A	A	A
AMBP	A	A	A	A	A	A	A	A	A	A
AMBRA1	P	P	P	P	P	P	P	P	P	P
AMD1	P	P	P	P	P	P	P	P	P	P
AMDHD1	A	A	A	A	A	A	A	A	A	A
AMDHD2	A	A	A	A	P	A	A	A	A	A
AMELX	A	A	A	A	A	A	P	P	P	A
AMELY	A	A	A	A	A	A	A	A	A	A
AMER1	A	A	A	A	A	A	A	A	A	A
AMER2	P	A	A	A	A	A	A	A	A	A
AMER3	A	A	A	A	A	A	A	A	A	A
AMFR	P	P	P	A	P	P	P	P	P	P
AMH	P	P	A	A	A	A	A	P	A	A
AMHR2	A	A	A	A	A	A	A	A	A	A
AMICA1	P	P	P	P	P	P	P	P	P	P
AMIGO1	A	A	A	A	A	A	P	A	P	A
AMIGO2	A	P	P	A	P	P	P	P	P	A
AMIGO3	P	A	P	A	P	P	A	A	P	P
AMMECR1	P	P	P	P	P	P	P	P	P	P
AMMECR1L	P	P	P	P	P	P	P	P	P	P
AMN	P	P	P	A	P	P	P	P	P	A
AMN1	P	P	P	A	M	P	A	P	P	P
AMOT	A	A	A	A	A	A	A	A	A	A
AMOTL1	A	P	A	A	P	M	A	A	P	A
AMOTL2	A	A	A	A	A	A	A	A	A	A
AMPD1	A	A	A	A	A	A	A	A	A	A
AMPD2	P	P	P	P	P	P	P	P	P	P
AMPD3	P	P	P	P	P	P	P	P	P	P
AMPH	A	A	A	A	A	A	A	A	A	A
AMT	A	P	A	A	P	P	P	P	P	P
AMZ1	A	A	A	A	A	A	A	P	M	A
AMZ2	P	P	P	P	P	P	P	P	P	P
AMZ2P1	P	P	P	P	P	P	P	P	P	A
ANAPC1	P	P	P	P	P	P	P	P	P	P
ANAPC10	P	P	P	A	P	P	P	P	P	P
ANAPC11	P	P	P	P	P	P	P	P	P	P
ANAPC13	P	P	P	P	P	P	P	P	P	P
ANAPC15	P	P	P	P	P	P	P	P	P	P
ANAPC16	P	P	P	P	P	P	P	P	P	P
ANAPC2	P	P	P	A	P	P	P	P	P	P
ANAPC4	P	P	P	P	P	P	P	P	P	P
ANAPC5	P	P	P	P	P	P	P	P	P	P
ANAPC7	P	P	P	P	P	P	P	P	P	P
ANG	A	A	A	A	A	A	A	A	A	A
ANGEL1	P	P	P	A	P	P	P	P	P	P
ANGEL2	P	P	P	P	P	P	P	P	P	P
ANGPT1	P	P	A	M	P	P	A	P	P	P
ANGPT2	A	A	A	P	A	P	P	P	A	A
ANGPT4	A	A	A	A	A	A	A	A	A	A
ANGPTL1	A	A	A	A	A	A	A	A	A	A
ANGPTL2	A	A	A	A	A	A	P	P	P	P
ANGPTL3	P	A	A	P	A	A	A	A	A	A
ANGPTL4	A	A	A	A	A	A	A	A	A	A
ANGPTL6	A	A	A	A	A	A	A	A	M	A
ANGPTL7	A	A	A	A	A	A	A	A	A	A
ANHX	A	A	A	A	A	A	A	A	A	A
ANK1	P	P	P	P	P	M	P	P	A	P
ANK2	A	P	A	A	P	A	P	P	A	A
ANK3	P	P	A	A	A	P	P	A	P	A
ANKAR	A	A	P	A	A	A	A	A	A	A
ANKDD1A	A	P	A	A	A	P	P	P	P	P
ANKEF1	P	P	A	A	P	A	A	A	A	A
ANKFN1	A	A	A	A	A	A	A	A	A	A
ANKFY1	P	P	P	P	P	P	P	P	P	P
ANKH	P	P	P	P	P	P	A	P	P	P
ANKHD1	P	P	P	P	P	P	P	P	P	P
ANKIB1	P	P	P	P	P	P	P	P	P	P
ANKLE1	P	P	P	A	P	P	A	A	P	P
ANKLE2	P	P	P	P	P	P	P	P	P	P
ANKMY1	P	P	M	P	P	A	A	P	P	A
ANKMY2	P	P	P	P	P	P	P	P	P	P
ANKRA2	P	P	P	P	P	P	P	P	P	P
ANKRD1	A	A	A	A	A	A	A	A	A	A
ANKRD10	P	P	P	P	P	P	P	P	P	P
ANKRD10-IT1	P	P	P	P	P	P	P	P	P	P
ANKRD11	P	P	P	P	P	P	P	P	P	P
ANKRD12	P	P	P	P	P	P	P	P	P	P
ANKRD13A	P	P	P	P	P	P	P	P	P	P
ANKRD13B	A	P	P	P	P	P	A	A	P	A
ANKRD13C	P	P	P	P	P	P	P	P	P	P
ANKRD13D	P	P	P	A	P	P	P	P	P	P
ANKRD16	P	P	A	A	P	P	A	P	P	P
ANKRD17	P	P	P	P	P	P	P	P	P	P
ANKRD18A	A	P	A	A	A	A	P	A	A	P
ANKRD18B	A	A	A	A	A	A	M	A	A	A
ANKRD19P	A	A	A	A	A	A	A	A	A	A
ANKRD2	A	A	A	A	A	A	A	A	A	A
ANKRD20A1	P	P	A	A	P	P	P	P	A	P
ANKRD20A11P	P	A	A	A	A	A	A	A	A	A
ANKRD20A12P	A	P	A	A	A	A	A	A	P	A
ANKRD20A5P	P	P	A	A	P	A	A	A	A	A
ANKRD22	A	P	A	P	P	P	P	P	A	P
ANKRD23	A	P	A	A	A	A	A	P	P	A
ANKRD24	A	A	A	A	A	A	A	A	A	A
ANKRD26	A	A	M	A	P	P	A	A	P	P
ANKRD26P3	P	A	P	A	A	A	A	A	P	A
ANKRD27	P	P	P	P	P	P	P	P	P	P
ANKRD28	P	P	P	P	P	P	P	P	P	P
ANKRD29	A	A	A	A	A	A	A	A	A	A
ANKRD30A	A	A	A	A	A	A	A	A	A	P
ANKRD30B	A	A	A	A	A	A	A	A	A	A
ANKRD30BL	A	A	A	A	A	A	A	A	A	A
ANKRD30BP2	P	P	P	A	A	A	A	A	P	A
ANKRD30BP3	A	A	A	P	P	A	A	A	A	P
ANKRD31	A	A	A	A	A	A	A	A	A	A
ANKRD32	P	P	P	P	P	P	P	P	P	P
ANKRD33	A	A	A	A	A	A	A	A	A	A
ANKRD33B	P	P	A	A	A	A	P	A	P	P
ANKRD34A	A	A	A	A	A	A	A	A	A	A
ANKRD34C	A	A	A	A	A	A	A	A	A	A
ANKRD35	A	P	A	A	A	A	A	A	A	P
ANKRD36	P	P	P	P	P	P	P	P	P	P
ANKRD36B	P	P	P	P	P	P	P	P	P	P
ANKRD36BP2	P	P	P	P	P	P	P	P	P	A
ANKRD36C	A	A	A	A	A	A	A	A	P	A
ANKRD37	P	P	P	P	P	P	A	P	P	A
ANKRD39	P	P	P	A	P	P	P	P	P	P
ANKRD40	P	P	P	A	P	P	P	P	P	P
ANKRD44	P	P	P	P	P	P	P	P	P	P
ANKRD44-IT1	A	P	A	A	A	A	P	P	P	A
ANKRD45	A	A	A	A	A	A	A	P	A	A
ANKRD46	P	P	P	A	P	P	P	P	P	P
ANKRD49	P	P	P	P	P	P	P	P	P	P
ANKRD50	P	P	A	A	P	P	P	P	P	P
ANKRD52	A	A	P	A	P	P	A	P	P	M
ANKRD53	A	A	A	A	A	A	A	A	A	A
ANKRD54	P	P	P	A	P	P	A	P	P	P
ANKRD55	A	P	A	A	P	A	P	P	P	A
ANKRD6	A	P	A	A	P	P	P	P	P	A
ANKRD60	A	A	A	A	A	A	A	A	A	A
ANKRD65	P	A	A	A	A	A	A	A	A	A
ANKRD7	P	A	P	A	A	P	A	A	A	A
ANKRD9	P	P	A	P	P	A	P	A	A	P
ANKS1A	P	P	P	P	P	P	P	P	P	P
ANKS1B	A	M	A	A	A	A	A	A	A	A
ANKS3	A	A	A	A	P	P	A	A	P	A
ANKS4B	A	A	A	A	A	A	A	A	A	A
ANKS6	P	P	P	P	P	P	A	A	P	A
ANKUB1	A	A	A	A	A	A	A	P	A	M
ANKZF1	P	A	A	A	P	P	A	P	P	P
ANLN	P	P	P	P	P	P	P	P	P	P
ANO1	A	A	A	A	A	A	A	A	A	A
ANO10	A	M	A	A	P	A	P	A	A	A
ANO2	A	A	A	A	A	A	A	A	M	A
ANO3	A	A	A	P	A	A	A	A	A	A
ANO4	A	A	A	A	A	A	A	P	A	A
ANO5	A	A	A	A	A	A	A	A	A	A
ANO6	P	P	P	A	P	P	P	P	P	P
ANO7	A	A	A	A	A	A	A	A	A	A
ANO8	A	A	A	A	A	A	A	P	P	P
ANO9	P	A	A	A	A	P	A	A	A	A
ANP32A	P	P	P	P	P	P	P	P	P	P
ANP32A-IT1	P	A	A	A	A	A	P	P	P	A
ANP32B	P	P	P	P	P	P	P	P	P	P
ANP32C	A	A	A	A	A	A	A	A	A	A
ANP32D	A	A	A	A	A	A	A	A	A	A
ANP32E	P	P	P	P	P	P	P	P	P	P
ANPEP	A	P	A	P	P	P	P	P	P	P
ANTXR1	A	A	A	A	A	A	A	A	A	A
ANTXR2	P	P	A	P	P	P	P	P	P	P
ANXA1	P	P	P	P	P	P	P	P	P	P
ANXA10	A	A	A	A	A	A	A	A	A	A
ANXA11	P	P	P	P	P	P	P	P	P	P
ANXA13	A	A	A	A	A	A	A	A	A	A
ANXA2	P	P	P	P	P	P	P	P	P	P
ANXA2P1	A	A	P	A	A	A	A	A	A	A
ANXA2P2	P	P	A	A	P	P	A	P	A	P
ANXA2P3	P	A	A	M	A	A	A	P	A	A
ANXA2R	P	P	A	P	A	P	P	P	P	P
ANXA3	A	P	P	P	P	A	P	P	A	P
ANXA4	A	P	A	P	P	P	P	P	P	P
ANXA5	P	P	P	P	P	P	P	P	P	P
ANXA6	P	P	P	P	P	P	P	P	P	P
ANXA7	P	P	P	P	P	P	P	P	P	P
ANXA8	A	A	A	A	A	A	P	A	A	P
ANXA9	A	A	A	A	A	A	A	A	A	A
AOAH	A	P	A	P	P	P	M	A	A	A
AOC1	A	A	A	A	P	A	P	A	A	P
AOC2	A	A	A	A	A	A	P	A	A	A
AOC3	A	A	A	A	A	A	A	A	A	A
AOC4P	A	A	A	A	A	A	A	A	A	A
AOX1	P	P	A	A	P	P	A	P	P	P
AOX2P	A	A	A	A	A	A	A	A	A	A
AP000230.1	A	A	A	A	A	A	A	A	A	A
AP000253.1	A	A	A	A	A	A	A	A	A	A
AP000265.1	A	A	A	P	A	A	P	A	A	A
AP000266.7	A	A	A	A	A	A	A	A	A	A
AP000347.2	A	A	A	A	A	A	P	A	A	A
AP000462.1	A	A	A	A	A	A	A	A	A	A
AP000473.8	A	A	A	A	A	A	A	A	A	A
AP000525.9	P	A	A	A	A	A	A	A	A	A
AP000696.2	A	A	A	A	A	A	A	A	A	A
AP001062.7	A	P	A	A	A	A	A	P	P	P
AP001063.1	A	A	A	A	A	A	A	A	A	A
AP001171.1	A	A	A	A	A	A	M	A	A	A
AP001189.4	A	A	A	A	A	A	A	A	A	A
AP001347.6	P	P	A	A	A	P	A	A	A	A
AP001462.6	P	A	A	A	P	P	M	P	P	A
AP001604.3	A	A	A	A	A	A	A	A	A	A
AP001605.4	A	A	A	A	A	A	A	A	A	A
AP001630.5	A	A	A	A	A	A	A	A	A	A
AP006216.10	A	M	A	A	A	A	A	A	A	A
AP006216.12	A	A	A	A	A	A	A	A	A	A
AP006222.2	P	P	A	A	P	P	P	M	P	A
AP006547.3	A	A	A	A	A	A	A	A	A	A
AP1AR	P	P	P	A	P	P	P	P	P	P
AP1B1	P	P	P	P	P	P	P	P	P	P
AP1G1	P	P	P	P	P	P	P	P	P	P
AP1G2	P	P	P	P	P	P	P	P	P	P
AP1M1	P	P	P	P	P	P	P	P	P	P
AP1M2	A	A	A	A	A	A	A	A	A	A
AP1S1	P	A	M	A	P	P	A	P	P	P
AP1S2	P	P	P	P	P	P	P	P	P	P
AP1S3	P	P	P	A	A	P	P	P	P	A
AP2A1	P	A	P	A	P	P	P	A	P	P
AP2A2	P	P	P	P	P	P	P	P	P	P
AP2B1	P	P	P	P	P	P	P	P	P	P
AP2M1	P	P	P	P	P	P	P	P	P	P
AP2S1	P	P	P	P	P	P	P	P	P	P
AP3B1	P	P	P	P	P	P	P	P	P	P
AP3B2	A	A	A	A	A	P	P	A	A	A
AP3D1	P	P	P	P	P	P	P	P	P	P
AP3M1	P	P	P	P	P	P	P	P	P	P
AP3M2	P	P	P	A	P	P	P	P	P	P
AP3S1	P	P	P	P	P	P	P	P	P	P
AP3S2	P	P	P	P	P	P	P	P	P	P
AP4B1	P	P	P	P	P	P	P	P	P	P
AP4E1	P	P	P	P	P	P	P	P	P	P
AP4M1	P	A	P	A	P	P	A	P	P	A
AP4S1	P	P	P	M	P	P	P	P	P	P
AP5B1	P	P	P	A	P	P	P	A	P	M
