GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
AC006160.5	0	0	0	0	0	0	0	0	0	0
AC006196.1	0	0	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	0	0	0	0	0	0	0
AC006262.10	0	0	0	0	0	0	0	0	0	0
AC006262.4	0	0	0	0	0	0	0	0	0	0
AC006262.5	1.38	1.38	0	0	1.38	0	0	1.38	0	0
AC006262.6	0	0	0	0	0	0	0	0	0	0
AC006272.1	0	0	0	0	0	0	0	0	0	0
AC006272.2	0	0	0	0	0	0	0	0	0	0
AC006273.4	0	0	0	0	0	0	0	0	0	0
AC006273.5	0	0	0	0	0	0	0	0	0	0
AC006273.7	0	0	0	0	0	0	0	0	0	0
AC006277.2	0	0	0	0	0	0	0	0	0	0
AC006296.1	0	0	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0
AC006369.2	0	0	0	0	0	0	0	0	0	0
AC006369.3	0	0	0	0	0	0	0	0	0	0
AC006372.4	0	0	0	0	0	0	0	0	0	0
AC006372.5	0	0	0	0	0	0	0	0	0	0
AC006372.6	0	0	0	0	0	0	0	0	0	0
AC006373.1	0	0	0	0	0	0	0	0	0	0
AC006378.2	0	0	0	0	0	0	0	0	0	0
AC006380.3	0	0	0	0	0	0	0	0	0	0
AC006445.8	0	0	0	0	0	0	0	0	0	0
AC006458.3	0	0	0	0	0	0	0	0	0	0
AC006460.2	0	0	0	0	0	0	0	0	0	0
AC006481.1	0	0	0	0	0	0	0	0	0	0
AC006482.1	0	0	0	0	0	0	0	0	0	0
AC006538.1	0	0	0	0	0	0	0	0	0	0
AC006547.13	0.55	0.55	0.48	0.48	0.55	0.48	0.02	0.55	0.48	0.66
AC006547.14	0.39	0.39	0.28	0.28	0.39	0.28	1.19	0.39	0.28	0.41
AC006552.1	0	0	0	0	0	0	0	0	0	0
AC006942.4	0	0	0	0	0	0	0	0	0	0
AC006946.15	0	0	0	0	0	0	0	0	0	0
AC006946.16	0	0	0	0	0	0	0	0	0	0
AC006946.17	0	0	0	0	0	0	0	0	0	0
AC006947.1	0	0	0	0	0	0	0	0	0	0
AC006960.7	0	0	0	0	0	0	0	0	0	0
AC006994.2	0	0	0	0	0	0	0	0	0	0
AC007003.1	0	0	0	0	0	0	0	0	0	0
AC007009.1	0	0	0	0	0	0	0	0	0	0
AC007036.4	0	0	0	0	0	0	0	0	0	0
AC007036.6	0	0	0	0	0	0	0	0	0	0
AC007038.7	0	0	0	0	0	0	0.01	0	0	0.28
AC007040.5	0	0	0	0	0	0	0	0	0	0
AC007040.6	0	0	0	0	0	0	0	0	0	0
AC007040.8	0	0	0	0	0	0	0	0	0	0
AC007050.17	0	0	0	0	0	0	0	0	0	0
AC007064.24	0	0	0	0	0	0	0	0	0	0
AC007078.4	0	0	0	0	0	0	0	0	0	0
AC007091.1	0	0	0	0	0	0	0	0	0	0
AC007092.1	0	0	0	0	0	0	0	0	0	0
AC007098.1	0	0	0	0	0	0	0	0	0	0
AC007099.1	0	0	0	0	0	0	0	0	0	0
AC007099.2	0	0	0	0	0	0	0	0	0	0
AC007106.1	0	0	0	0	0	0	0	0	0	0
AC007126.1	0	0	0	0	0	0	0	0	0	0
AC007131.1	0	0	0	0	0	0	0	0	0	0
AC007131.2	0	0	0	0	0	0	0	0	0	0
AC007161.5	0	0	0	0	0	0	0	0	0	0
AC007163.3	0	0	0	0	0	0	0	0	0	0
AC007163.6	0	0	0	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0	0	0	0
AC007182.6	0	0	0	0	0	0	0	0	0	0
AC007193.10	1.7	1.7	1.03	1.03	1.7	1.03	0.08	1.7	1.03	0
AC007193.6	0	0	0	0	0	0	0	0	0	0
AC007193.9	1.93	1.93	1.19	1.19	1.93	1.19	0.96	1.93	1.19	1.53
AC007204.2	0	0	0	0	0	0	0	0	0	0
AC007228.11	0	0	0	0	0	0	0	0	0	0
AC007228.5	0	0	0	0	0	0	0	0	0	0
AC007228.9	0	0	0.01	0.01	0	0.01	0	0	0.01	0
AC007246.3	0.93	0.93	0	0	0.93	0	0	0.93	0	0.53
AC007249.3	0	0	0	0	0	0	0	0	0	0
AC007250.4	0	0	0	0	0	0	0	0	0	0
AC007251.2	0	0	0	0	0	0	0	0	0	0
AC007255.8	0	0	0	0	0	0	0	0	0	0
AC007271.3	0	0	0	0	0	0	0	0	0	0
AC007277.3	0	0	0	0	0	0	0	0	0	0
AC007278.2	0	0	0	0	0	0	0	0	0	0
AC007278.3	0	0	0	0	0	0	0	0	0	0.18
AC007285.6	0	0	0	0	0	0	0	0	0	0
AC007285.7	0	0	0	0	0	0	0	0	0	0
AC007292.3	0	0	0	0	0	0	0	0	0	0
AC007292.4	0	0	0	0	0	0	0	0	0	0
AC007292.6	0	0	0	0	0	0	0	0	0	0
AC007292.7	0	0	0	0	0	0	0	0	0	0
AC007308.6	0	0	0	0	0	0	0	0	0	0
AC007317.1	0	0	0	0	0	0	0	0	0	0
AC007319.1	0	0	0	0	0	0	0	0	0	0
AC007327.5	0	0	0	0	0	0	0	0	0	0
AC007349.4	0	0	0	0	0	0	0	0	0	0
AC007349.5	0	0	0	0	0	0	0	0	0	0
AC007349.7	0	0	0	0	0	0	0	0	0	0
AC007359.6	0	0	0	0	0	0	0	0	0	0
AC007362.3	0	0	0	0	0	0	0	0	0	0
AC007364.1	0	0	0	0	0	0	0	0	0	0
AC007365.1	0	0	0	0	0	0	0	0	0	0
AC007365.3	0	0	0	0	0	0	0	0	0	0
AC007381.2	0	0	0	0	0	0	0	0	0	0
AC007381.3	0	0	0	0	0	0	0	0	0	0
AC007383.3	0.19	0.19	0	0	0.19	0	0.17	0.19	0	0
AC007386.2	0	0	0	0	0	0	0	0	0	0
AC007386.4	0	0	0	0	0	0	0	0	0	0
AC007389.3	0	0	0	0	0	0	0	0	0	0
AC007390.5	2.49	2.49	2.56	2.56	2.49	2.56	2.7	2.49	2.56	2.56
AC007391.2	0	0	0	0	0	0	0	0	0	0
AC007392.3	0	0	0	0	0	0	0	0	0	0
AC007392.4	0	0	0	0	0	0	0	0	0	0
AC007395.3	0	0	0	0	0	0	0	0	0	0
AC007401.2	0.73	0.73	0	0	0.73	0	0	0.73	0	0
AC007403.1	0	0	0	0	0	0	0	0	0	0
AC007403.2	0	0	0	0	0	0	0	0	0	0
AC007403.3	0	0	0	0	0	0	0	0	0	0
AC007405.2	0	0	0	0	0	0	0	0	0	0
AC007405.4	0	0	0	0	0	0	0	0	0	0
AC007405.6	1.32	1.32	0.2	0.2	1.32	0.2	0.52	1.32	0.2	0.51
AC007405.8	0	0	0	0	0	0	0	0	0	0
AC007422.1	0	0	0	0	0	0	0	0	0	0
AC007431.1	0	0	0	0	0	0	0	0	0	0
AC007461.2	0	0	0	0	0	0	0	0	0	0
AC007463.2	0	0	0	0	0	0	0	0	0	0
AC007464.1	0	0	0	0	0	0	0	0	0	0
AC007551.3	0	0	0	0	0	0	0	0	0	0
AC007556.3	0	0	0	0	0	0	0	0	0	0
AC007557.1	0	0	0	0	0	0	0	0	0	0
AC007557.2	0	0	0	0	0	0	0	0	0	0
AC007557.3	0	0	0	0	0	0	0	0	0	0
AC007557.4	0	0	0	0	0	0	0	0	0	0
AC007563.1	0	0	0	0	0	0	0	0	0	0
AC007563.3	0	0	0	0	0	0	0	0	0	0
AC007563.5	0	0	0	0	0	0	0	0	0	0
AC007566.10	0.64	0.64	0.74	0.74	0.64	0.74	1.13	0.64	0.74	1.28
AC007620.3	1.51	1.51	1.27	1.27	1.51	1.27	2.2	1.51	1.27	1.69
AC007631.1	0	0	0	0	0	0	0	0	0	0
AC007652.1	0	0	0	0	0	0	0	0	0	0
AC007679.3	0	0	0	0	0	0	0	0	0	0
AC007680.2	0	0	0	0	0	0	0	0	0	0
AC007682.1	0	0	0	0	0	0	0	0	0	0
AC007740.1	0	0	0	0	0	0	0	0	0	0
AC007743.1	0	0	2.04	2.04	0	2.04	0.67	0	2.04	0
AC007750.5	0	0	0	0	0	0	0	0	0	0
AC007773.2	0	0	0	0	0	0	0	0	0	0
AC007787.2	0	0	0	0	0	0	0	0	0	0
AC007795.1	0	0	0	0	0	0	0	0	0	0
AC007796.1	0	0	0	0	0	0	0	0	0	0
AC007879.1	0	0	0	0	0	0	0	0	0	0
AC007879.2	0	0	0	0	0	0	0	0	0	0
AC007879.3	0	0	0	0	0	0	0	0	0	0
AC007879.4	0	0	0	0	0	0	0	0	0	0
AC007879.5	0	0	0	0	0	0	0	0	0	0
AC007879.6	0	0	0	0	0	0	0	0	0	0
AC007879.7	0	0	0	0	0	0	0	0	0	0
AC007880.1	0	0	0	0	0	0	0	0	0	0
AC007948.1	0	0	0	0	0	0	0	0	0	0
AC007950.1	0	0	0	0	0	0	0	0	0	0
AC007952.4	0	0	0	0	0	0	0	0	0	0
AC007952.5	0	0	0	0	0	0	0	0	0	0
AC007952.6	0	0	0	0	0	0	0	0	0	0
AC007966.1	0	0	0	0	0	0	0	0	0	0
AC007970.1	0	0	0	0	0	0	0	0	0	0
AC008060.5	0	0	0	0	0	0	0	0	0	0
AC008060.7	0	0	0	0	0	0	0	0	0	0
AC008060.8	0	0	0	0	0	0	0	0	0	0
AC008063.2	0.83	0.83	0.1	0.1	0.83	0.1	0.7	0.83	0.1	0
AC008063.3	0	0	0	0	0	0	0	0	0	0
AC008067.2	0	0	0	0	0	0	0	0	0	0
AC008069.1	0	0	0	0	0	0	0	0	0	0
AC008073.7	0	0	0	0	0	0	0	0	0	0
AC008073.9	0	0	0	0	0	0	0	0	0	0
AC008074.3	0	0	0	0	0	0	0	0	0	0
AC008074.4	0	0	0	0	0	0	0	0	0	0
AC008079.9	0	0	0	0	0	0	0	0	0	0
AC008088.4	0	0	0	0	0	0	0	0	0	0
AC008132.13	0	0	0	0	0	0	0	0	0	0
AC008154.4	0	0	0	0	0	0	0	0	0	0
AC008154.5	0	0	0	0	0	0	0	0	0	0
AC008163.4	0	0	0	0	0	0	0	0	0	0
AC008174.3	0	0	0	0	0	0	0	0	0	0
AC008175.1	0	0	0	0	0	0	0	0	0	0
AC008268.1	0	0	0	0	0	0	0	0	0	0
AC008269.2	0	0	0	0	0	0	0	0	0	0
AC008271.1	0	0	0	0	0	0	0	0	0	0
AC008277.1	0	0	0	0	0	0	0	0	0	0
AC008278.2	0	0	0	0	0	0	0	0	0	0
AC008278.3	0	0	0	0	0	0	0	0	0	0
AC008281.1	0	0	0	0	0	0	0	0	0	0
AC008440.10	2.61	2.61	0.05	0.05	2.61	0.05	0	2.61	0.05	0
AC008592.4	0	0	0	0	0	0	0	0	0	0
AC008592.5	0	0	0	0	0	0	0	0	0	0
AC008592.7	0	0	0	0	0	0	0	0	0	0
AC008592.8	0	0	0	0	0	0	0	0	0	0
AC008691.1	0	0	0	0	0	0	0	0	0	0
AC008694.3	0	0	0	0	0	0	0	0	0	0
AC008697.1	0	0	0	0	0	0	0	0	0	0
AC008703.1	0	0	0	0	0	0	0	0	0	0
AC008746.12	0.14	0.14	0.11	0.11	0.14	0.11	0.97	0.14	0.11	0.59
AC008746.3	0	0	0	0	0	0	0	0	0	0
AC008753.4	0	0	0	0	0	0	0	0	0	0
AC008753.6	0	0	0	0	0	0	0	0	0	0
AC008781.7	0	0	0	0	0	0	0	0	0	0
AC008834.1	0	0	0	0	0	0	0	0	0	0
AC008937.2	0	0	0	0	0	0	0	0	0	0
AC008937.3	0	0	0	0	0	0	0	0	0	0
AC008940.1	0	0	0	0	0	0	0	0	0	0
AC008982.2	0.73	0.73	0	0	0.73	0	0	0.73	0	0
AC008991.1	0	0	0	0	0	0	0	0	0	0
AC008992.1	0	0	0	0	0	0	0	0	0	0
AC009005.2	0	0	0	0	0	0	0	0	0	0
AC009014.3	0	0	0	0	0	0	0	0	0	0
AC009095.4	0	0	0	0	0	0	0	0	0	0
AC009110.1	0	0	0	0	0	0	0	0	0	0
AC009120.10	0	0	0	0	0	0	0	0	0	0
AC009120.4	0	0	0	0	0	0	0	0	0	0
AC009120.5	0.44	0.44	0.21	0.21	0.44	0.21	0	0.44	0.21	0.37
AC009120.6	0	0	0	0	0	0	0	0	0	0
AC009133.12	0.84	0.84	0.9	0.9	0.84	0.9	1.49	0.84	0.9	1.18
AC009133.14	0	0	0	0	0	0	0	0	0	0
AC009133.15	0	0	0	0	0	0	0	0	0	0
AC009133.17	0	0	0	0	0	0	0	0	0	0
AC009133.21	0	0	0	0	0	0	0	0	0	0
AC009134.1	0	0	0	0	0	0	0	0	0	0
AC009158.1	0	0	0	0	0	0	0	0	0	0
AC009166.5	0	0	0	0	0	0	0	0	0	0
AC009227.2	0	0	0	0	0	0	0	0	0	0
AC009227.3	0	0	0	0	0	0	0	0	0	0
AC009228.1	0	0	0	0	0	0	0	0	0	0
AC009229.5	0	0	0	0	0	0	0	0	0	0
AC009229.6	0	0	0	0	0	0	0	0	0	0
AC009232.2	0	0	0	0	0	0	0	0	0	0
AC009236.1	0	0	0	0	0	0	0	0	0	0
AC009236.2	0	0	0	0	0	0	0	0	0	0
AC009262.2	0	0	0	0	0	0	0	0	0	0
AC009276.4	0	0	0	0	0	0	0	0	0	0
AC009299.2	0	0	0	0	0	0	0	0	0	0
AC009299.3	0	0	0	0	0	0	0	0	0	0
AC009303.1	0	0	0	0	0	0	0	0	0	0
AC009305.1	0	0	0	0	0	0	0	0	0	0
AC009312.1	0	0	0	0	0	0	0	0	0	0
AC009313.1	0	0	0	0	0	0	0	0	0	0
AC009336.24	0	0	0	0	0	0	0	0	0	0
AC009365.3	0	0	0	0	0	0	0	0	0	0
AC009365.4	0	0	0	0	0	0	0	0	0	0
AC009403.2	0	0	0.23	0.23	0	0.23	0	0	0.23	0.03
AC009404.2	0.18	0.18	0	0	0.18	0	0	0.18	0	0
AC009410.1	0	0	0	0	0	0	0	0	0	0
AC009411.1	0	0	0	0	0	0	0	0	0	0
AC009411.2	0	0	0	0	0	0	0	0	0	0
AC009473.1	0	0	0	0	0	0	0	0	0	0
AC009478.1	0	0	0	0	0	0	0	0	0	0
AC009480.3	0	0	0	0	0	0	0	0	0	0
AC009487.4	0	0	0	0	0	0	0	0	0	0
AC009487.5	0	0	0	0	0	0	0	0	0	0
AC009492.1	0	0	0	0	0	0	0	0	0	0
AC009495.2	0	0	0	0	0	0	0	0	0	0
AC009495.3	0	0	0	0	0	0	0	0	0	0
AC009495.4	0	0	0	0	0	0	0	0	0	0
AC009498.1	0	0	0	0	0	0	0	0	0	0
AC009499.1	0	0	0	0	0	0	0	0	0	0
AC009499.2	0	0	0	0	0	0	0	0	0	0
AC009501.4	0.53	0.53	0.23	0.23	0.53	0.23	0.53	0.53	0.23	0.78
AC009502.4	0	0	0	0	0	0	0	0	0	0
AC009505.2	0	0	0	0	0	0	0	0	0	0
AC009505.4	0	0	0	0	0	0	0	0	0	0
AC009506.1	0.22	0.22	0.44	0.44	0.22	0.44	0.14	0.22	0.44	0.05
AC009508.1	0	0	0	0	0	0	0	0	0	0
AC009518.4	0	0	0	0	0	0	0	0	0	0
AC009518.8	0	0	0	0	0	0	0	0	0	0
AC009531.2	0	0	0	0	0	0	0	0	0	0
AC009542.2	0	0	0	0	0	0	0	0	0	0
AC009784.3	0	0	0	0	0	0	0	0	0	0
AC009878.2	0	0	0	0	0	0	0	0	0	0
AC009892.10	0	0	0	0	0	0	0	0	0	0
AC009948.5	0.82	0.82	1.35	1.35	0.82	1.35	2.04	0.82	1.35	1.58
AC009950.2	0.47	0.47	0	0	0.47	0	0.62	0.47	0	0.72
AC009955.8	0	0	0	0	0	0	0	0	0	0
AC009961.3	0	0	0	0	0	0	0	0	0	0
AC009965.2	0	0	0	0	0	0	0	0	0	0
AC009970.1	0	0	0	0	0	0	0	0	0	0
AC010082.2	0	0	0	0	0	0	0	0	0	0
AC010084.1	0	0	0	0	0	0	0	0	0	0
AC010090.1	0	0	0	0	0	0	0	0	0	0
AC010091.1	0	0	0	0	0	0	0	0	0	0
AC010095.5	0	0	0	0	0	0	0	0	0	0.29
AC010096.1	0	0	0	0	0	0	0	0	0	0
AC010096.2	0	0	0	0	0	0	0	0	0	0
AC010105.1	0	0	0	0	0	0	0	0	0	0
AC010127.3	0	0	0	0	0	0	0	0	0	0
AC010127.5	0	0	0	0	0	0	0	0	0	0
AC010132.10	0	0	0	0	0	0	0	0	0	0
AC010136.2	0	0	0	0	0	0	0	0	0	0
AC010145.4	0	0	0	0	0	0	0	0	0	0
AC010148.1	0	0	0	0	0	0	0	0	0	0
AC010149.4	0	0	0	0	0	0	0	0	0	0
AC010226.4	0.43	0.43	0	0	0.43	0	0.77	0.43	0	0.14
AC010468.2	0	0	0	0	0	0	0	0	0	0
AC010504.2	0	0	0	0	0	0	0	0	0	0
AC010524.2	0	0	0	0	0	0	0	0	0	0
AC010524.4	0	0	0	0	0	0	0	0	0	0
AC010525.4	0	0	0	0	0	0	0	0	0	0
AC010525.6	0	0	0	0	0	0	0	0	0	0
AC010525.7	0	0	0	0	0	0	0	0	0	0
AC010641.1	0	0	0	0	0	0	0	0	0	0
AC010649.1	0	0	0	0	0	0	0	0	0	0
AC010723.1	0	0	0	0	0	0	0	0	0	0
AC010729.1	0	0	0	0	0	0	0	0	0	0
AC010729.2	0	0	0	0	0	0	0	0	0	0
AC010729.3	0	0	0	0	0	0	0	0	0	0
AC010731.2	0	0	0	0	0	0	0	0	0	0
AC010731.3	0	0	0	0	0	0	0	0	0	0
AC010731.4	0	0	0	0	0	0	0	0	0	0
AC010733.4	0	0	0	0	0	0	0	0	0	0
AC010744.1	0	0	0	0	0	0	0	0	0	0
AC010745.1	0	0	0	0	0	0	0	0	0	0
AC010745.2	0	0	0	0	0	0	0	0	0	0
AC010745.3	0	0	0	0	0	0	0	0	0	0
AC010745.4	0	0	0	0	0	0	0	0	0	0
AC010746.3	0	0	0	0	0	0	0	0	0	0
AC010761.13	0.39	0.39	0	0	0.39	0	0	0.39	0	0.15
AC010761.14	0	0	0	0	0	0	0	0	0	0
AC010761.6	0	0	0	0	0	0	0	0	0	0
AC010761.8	0.54	0.54	0	0	0.54	0	0	0.54	0	0.66
AC010761.9	0	0	0	0	0	0	0	0	0	0
AC010880.1	0	0	0	0	0	0	0	0	0	0
AC010883.5	1.62	1.62	0	0	1.62	0	0	1.62	0	0.59
AC010884.1	0	0	0	0	0	0	0	0	0	0
AC010890.1	0	0	0	0	0	0	0	0	0	0
AC010891.2	0	0	0	0	0	0	0	0	0	0
AC010894.3	0	0	0	0	0	0	0	0	0	0
AC010894.5	0	0	0	0	0	0	0	0	0	0
AC010907.2	0	0	0	0	0	0	0	0	0	0
AC010907.5	0	0	0	0	0	0	0	0	0	0
AC010967.2	0	0	0	0	0	0	0	0	0	0
AC010967.3	0	0	0	0	0	0	0	0	0	0
AC010969.1	0	0	0	0	0	0	0	0	0	0
AC010971.1	0	0	0	0	0	0	0	0	0	0
AC010974.3	0	0	0	0	0	0	0	0	0	0
AC010975.1	0	0	0	0	0	0	0	0	0	0
AC010976.2	0	0	0	0	0	0	0	0	0	0
AC010982.1	0	0	0	0	0	0	0	0	0	0
AC010982.2	0	0	0	0	0	0	0	0	0	0
AC010983.1	0	0	0	0	0	0	0	0	0	0
AC010987.5	0	0	0	0	0	0	0	0	0	0
AC010987.6	0	0	0	0	0	0	0	0	0	0
AC011193.1	0	0	0	0	0	0	0	0	0	0
AC011196.3	0	0	0	0	0	0	0	0	0	0
AC011239.1	0	0	0	0	0	0	0	0	0	0
AC011243.1	0	0	0	0	0	0	0	0	0	0
AC011247.3	0	0	0	0	0	0	0	0	0	0
AC011284.3	0	0	0	0	0	0	0	0	0	0
AC011286.1	0	0	0	0	0	0	0	0	0	0
AC011288.2	0	0	0	0	0	0	0	0	0	0
AC011290.4	0	0	0	0	0	0	0	0	0	0
AC011294.3	0	0	0	0	0	0	0	0	0	0
AC011298.2	0	0	0	0	0	0	0	0	0	0
AC011306.1	0	0	0	0	0	0	0	0	0	0
AC011306.2	0	0	0	0	0	0	0	0	0	0
AC011343.1	0	0	0	0	0	0	0	0	0	0
AC011366.3	0	0	0	0	0	0	0	0	0	0
AC011513.4	0	0	0	0	0	0	0	0	0	0
AC011516.1	0	0	0	0	0	0	0	0	0	0
AC011516.2	0	0	0	0	0	0	0	0	0	0
AC011518.1	0	0	0	0	0	0	0	0	0	0
AC011518.2	0	0	0	0	0	0	0	0	0	0
AC011523.2	0	0	0	0	0	0	0	0	0	0
AC011524.1	0.08	0.08	0	0	0.08	0	0	0.08	0	0
AC011524.2	0	0	0	0	0	0	0	0	0	0
AC011524.3	0	0	0	0	0	0	0	0	0	0
AC011525.2	0	0	0	0	0	0	0	0	0	0
AC011525.4	0	0	0	0	0	0	0	0	0	0
AC011526.1	1.55	1.55	1.97	1.97	1.55	1.97	2.87	1.55	1.97	2.21
AC011551.3	0	0	0	0	0	0	0	0	0	0
AC011625.1	0	0	0	0	0	0	0	0	0	0
AC011648.1	0	0	0	0	0	0	0	0	0	0
AC011718.2	0	0	0	0	0	0	0	0	0	0
AC011718.3	0	0	0	0	0	0	0	0	0	0
AC011738.4	0	0	0	0	0	0	0	0	0	0
AC011747.3	0	0	0	0	0	0	0	0	0	0
AC011747.4	0	0	0	0	0	0	0	0	0	0
AC011747.6	0	0	0	0	0	0	0	0	0	0
AC011747.7	0	0	0	0	0	0	0	0	0	0
AC011752.1	0	0	0	0	0	0	0	0	0	0
AC011753.5	0	0	0	0	0	0	0	0	0	0
AC011754.1	0	0	0	0	0	0	0	0	0	0
AC011891.5	0	0	0	0	0	0	0	0	0	0
AC011893.3	0	0	0	0	0	0	0	0	0	0
AC011897.2	0	0	0	0	0	0	0	0	0	0
AC011899.10	0	0	0	0	0	0	0	0	0	0
AC011899.9	0	0	0	0	0	0	0	0	0	0.54
AC011901.2	0	0	0	0	0	0	0	0	0	0
AC011995.1	0	0	0	0	0	0	0	0	0	0
AC011995.3	0	0	0	0	0	0	0	0	0	0
AC011997.1	0	0	0	0	0	0	0	0	0	0
AC011998.1	0	0	0	0	0	0	0	0	0	0
AC012065.4	0	0	0	0	0	0	0	0	0	0
AC012065.7	0	0	0	0	0	0	0	0	0	0
AC012074.2	0	0	0	0	0	0	0	0	0	0
AC012075.2	0	0	0	0	0	0	0	0	0	0
AC012123.1	0	0	0	0	0	0	0	0	0	0
AC012146.7	0	0	1.61	1.61	0	1.61	0.33	0	1.61	0.87
AC012307.2	0	0	0	0	0	0	0	0	0	0
AC012307.3	1.04	1.04	0.52	0.52	1.04	0.52	0.33	1.04	0.52	0.28
AC012309.5	0	0	0	0	0	0	0	0	0	0
AC012314.20	0	0	0	0	0	0	0	0	0	0
AC012314.8	0	0	0	0	0	0	0	0	0	0
AC012317.1	0	0	0	0	0	0	0	0	0	0
AC012322.1	0	0	0	0	0	0	0	0	0	0
AC012354.6	0	0	0	0	0	0	0	0	0	0
AC012358.7	0	0	0	0	0	0	0	0	0	0
AC012358.8	0	0	0	0	0	0	0	0	0	0
AC012360.4	0	0	0	0	0	0	0	0	0	0
AC012360.6	0	0	0	0	0	0	0	0	0	0
AC012361.1	0	0	0	0	0	0	0	0	0	0
AC012363.13	0	0	0	0	0	0	0	0	0	0
AC012363.4	0	0	0	0	0	0	0	0	0	0
AC012368.1	0	0	0	0	0	0	0	0	0	0
AC012370.2	0	0	0	0	0	0	0	0	0	0
AC012370.3	0	0	0	0	0	0	0	0	0	0
AC012442.5	0	0	0	0	0	0	0	0	0	0
AC012442.6	0	0	0	0	0	0	0	0	0	0
AC012445.1	0	0	0	0	0	0	0	0	0	0
AC012451.1	0	0	0	0	0	0	0	0	0	0
AC012456.3	0	0	0	0	0	0	0	0	0	0
AC012456.4	0	0	0	0	0	0	0	0	0	0
AC012457.2	0	0	0	0	0	0	0	0	0	0
AC012462.1	0	0	0	0	0	0	0	0	0	0
AC012462.2	0	0	0	0	0	0	0	0	0	0
AC012462.3	0	0	0	0	0	0	0	0	0	0
AC012485.2	0	0	0	0	0	0	0	0	0	0
AC012487.2	0	0	0	0	0	0	0	0	0	0
AC012494.1	0	0	0	0	0	0	0	0	0	0
AC012499.1	0	0	0	0	0	0	0	0	0	0
AC012501.2	0	0	0	0	0	0	0	0	0	0
AC012506.1	0	0	0	0	0	0	0	0	0	0
AC012506.2	0	0	0	0	0	0	0	0	0	0
AC012506.3	0	0	0	0	0	0	0	0	0	0
AC012506.4	0	0	0	0	0	0	0	0	0	0
AC012507.3	0	0	0	0	0	0	0	0	0	0
AC012513.6	0	0	0	0	0	0	0	0	0	0
AC012531.23	0	0	0	0	0	0	0	0	0	0
AC012531.25	1.66	1.66	0.36	0.36	1.66	0.36	0.93	1.66	0.36	0.08
AC012593.1	0	0	0	0	0	0	0	0	0	0
AC012594.1	0	0	0	0	0	0	0	0	0	0
AC012613.2	0	0	0	0	0	0	0	0	0	0
AC012668.1	0	0	0	0	0	0	0	0	0	0
AC012668.2	0	0	0	0	0	0	0	0	0	0
AC012668.3	0	0	0	0	0	0	0	0	0	0
AC013248.2	0	0	0	0	0	0	0	0	0	0
AC013264.2	0	0	0	0	0	0	0	0	0	0
AC013268.5	0	0	0	0	0	0	0	0	0	0
AC013269.3	0	0	0	0	0	0	0	0	0	0
AC013269.4	0	0	0	0	0	0	0	0	0	0
AC013269.5	0	0	0	0	0	0	0	0	0	0
AC013271.3	0	0	0	0	0	0	0	0	0	0
AC013275.2	0	0	0	0	0	0	0	0	0	0
AC013394.2	4	4	3.19	3.19	4	3.19	3.89	4	3.19	3.96
AC013401.1	0	0	0	0	0	0	0	0	0	0
AC013401.2	0	0	0	0	0	0	0	0	0	0
AC013402.2	0	0	0	0	0	0	0	0	0	0
AC013402.3	0	0	0	0	0	0	0	0	0	0
AC013402.4	0	0	0	0	0	0	0	0	0	0
AC013402.5	0	0	0	0	0	0	0	0	0	0
AC013436.6	0	0	0	0	0	0	0	0	0	0
AC013448.1	0	0	0	0	0	0	0	0	0	0
AC013448.2	0	0	0	0	0	0	0	0	0	0
AC013460.1	0	0	0	0	0	0	0	0	0	0
AC013463.2	0	0	0	0	0	0	0	0	0	0
AC013472.3	0	0	0	0	0	0	0	0	0	0
AC013472.4	0	0	0	0	0	0	0	0	0	0
AC013480.2	0	0	0	0	0	0	0	0	0	0
AC013727.1	0	0	0	0	0	0	0	0	0	0
AC013727.2	0	0	0	0	0	0	0	0	0	0
AC013733.3	0	0	0	0	0	0	0	0	0	0
AC013733.4	0	0	0	0	0	0	0	0	0	0
AC015691.13	0	0	0	0	0	0	0	0	0	0
AC015849.12	0	0	0	0	0	0	0	0	0	0
AC015849.13	0	0	0	0	0	0	0	0	0	0
AC015849.16	0	0	0	0	0	0	0	0	0	0
AC015849.19	2.82	2.82	1.43	1.43	2.82	1.43	1.75	2.82	1.43	1.68
AC015849.2	0	0	0	0	0	0	0	0	0	0
AC015922.6	0	0	0	0	0	0	0	0	0	0
AC015923.1	0	0	0	0	0	0	0	0	0	0
AC015933.2	0	0	0	0	0	0	0	0	0	0
AC015969.3	0	0	0	0	0	0	0	0	0	0
AC015971.2	0.48	0.48	0	0	0.48	0	0	0.48	0	0
