Sample1	Sample2	Sample3	Sample4	Sample5
AC009506.1	1.145	0	0.6289	0	0.5277
AC009508.1	0	0	0	0	0
AC009518.4	0	0	0	0	0
AC009518.8	0	0	0	0	0
AC009531.2	0	0	0	0	0
AC009542.2	0	0	0	0	0
AC009784.3	0	0	0	0	1.8231
AC009878.2	0	0	0	0	0
AC009892.10	0	0	0	0	0
AC009948.5	0	2.3265	2.0418	0.4732	2.4809
AC009950.2	0	0	0	0	0
AC009955.8	0	0	0	0	0
AC009961.3	0	0	0	0	0.1916
AC009965.2	0	0	0	0	0
AC009970.1	0	0	0	0	0
AC010082.2	0	0	0	0	0
AC010084.1	0	0	0	0	0
AC010090.1	0	0	0	0	0
AC010091.1	0	0	0	0	0
AC010095.5	0	0	0	0	0
AC010096.1	0	0	0	0	0
AC010096.2	0	0	0	0	0
AC010105.1	0	0	0	0	0
AC010127.3	0	0	0	0	0
AC010127.5	0	0	0	0	0
AC010132.10	0	0	0	0	0
AC010136.2	0	0	0	0	0
AC010145.4	0	0	0	0	0
AC010148.1	0	0	0	0	0
AC010149.4	0	0	0	0	0
AC010226.4	0	0	0	0	0
AC010468.2	0	0	0	0	0
AC010504.2	0	0	0	0	0
AC010524.2	0	0	0	0	0
AC010524.4	0	0	0	0	0
AC010525.4	0	0	0	0	0
AC010525.6	0	2.2463	0	0.7585	0.6181
AC010525.7	0	1.5869	0	0.1992	0.0362
AC010547.9	0	0	0	0	0
AC010641.1	0	0	0	0	0
AC010642.1	0.3617	1.2937	0	0.0972	1.2419
AC010646.3	0	0	0	0	0
AC010649.1	0	0	0	0	0
AC010723.1	0	0	0	0	0
AC010729.1	0	0	0	0	0
AC010729.2	0	0	0	0	0
AC010729.3	0	0	0	0	0
AC010731.2	0	0	0	0	0
AC010731.3	0	0	0	0	0
AC010731.4	0	0	0	0	0
AC010733.4	0	0	0	0	0
AC010744.1	0	0	0	0	0
AC010745.1	0	0	0	0	0
AC010745.2	0	0	0	0	0
AC010745.3	0	0	0	0	0
AC010745.4	0	0	0	0	0
AC010746.3	0	0	0	0	0
AC010761.10	0	0	0	0	1.0914
AC010761.13	0	0	0	0	0
AC010761.14	0	0.2172	0.1322	2.5272	0.6956
AC010761.6	0	0	0	2.2607	0.3036
AC010761.8	0	0	0	0	0
AC010761.9	0	0	0	0	0
AC010880.1	0	0	0	0	0
AC010883.5	1.4485	0.8466	0.0438	0	1.824
AC010884.1	0	0	0	0	0
AC010890.1	0	0	0	0	0
AC010891.2	0	0	0	0	0
AC010894.3	0.1205	0	0	0	0
AC010894.5	0	0	0	0	0
AC010907.2	0	0	0	0	0
AC010907.5	0	0	0	0	0
AC010967.2	0	0	0	0	0
AC010967.3	0	0	0	0	0
AC010969.1	0	0	0	0	0
AC010971.1	0	0	0	0	0
AC010974.3	0	0	0	0	0
AC010975.1	0	0	0	0	0
AC010976.2	0	0	0	0	0
AC010982.1	0	0	0	0	0
AC010982.2	0	0	0	0	0
AC010983.1	1.3274	0	0	0	3.7299
AC010987.5	0	0	0	0	0
AC010987.6	0	0	0	0	0
AC011193.1	0	0	0	0	0
AC011196.3	0	0	0	0	0
AC011239.1	0	0	0	0	0
AC011243.1	0	0	0	0	0
AC011247.3	0	0	0	0.4106	0
AC011284.3	0	0	0	0	0
AC011286.1	0	0	0	0	0
AC011288.2	0	0	0	0	0
AC011290.4	0	0	0	0	0
AC011294.3	0	0	0	0	0
AC011298.2	0	0	0	0	0
AC011306.1	0	0	0	0	0
AC011306.2	0	0	0	0	0
AC011343.1	0	0	0	0	0
AC011366.3	0	0	0	0	1.6467
AC011513.4	0	0	0	0	0
AC011516.1	0	0	0	0	0
AC011516.2	0	0	0	0	0
AC011518.1	0	0	0	0	0
AC011518.2	0	0	0	0	0
AC011523.2	0	0	0	0	0
AC011524.1	0	0	0	0	0
AC011524.2	0	0	0	0	0
AC011524.3	0	0	0	0	0
AC011525.2	0	0	0	0	0
AC011525.4	0	0	0	0	0
AC011526.1	0	0	0	0	0
AC011530.4	0	0	0	0	0
AC011551.3	0	0	0	0	0
AC011558.5	0	0	0	0	0
AC011625.1	0	0	0	0	0
AC011648.1	0	0	0	0	0
AC011718.2	0	0	0	0	0
AC011718.3	0	0	0	0	0
AC011738.4	0	0	0	0	0
AC011747.3	0	0	0	0	0
AC011747.4	0	0	0	0	0
AC011747.6	0	0	0	0	0
AC011747.7	0	0	0	0	0
AC011752.1	0	0	0	0	0
AC011753.5	0	0	0	0	0
AC011754.1	0	0	0	0	0
AC011891.5	0	0	0	0	0
AC011893.3	4.0679	4.2964	4.3121	1.4121	1.7281
AC011897.2	0	0	0	0	0
AC011899.10	0	0	0	0	0
AC011899.9	0	0	0	0	0
AC011901.2	0	0	0	0	0
AC011995.1	0	0	0	0	0
AC011995.3	0	0	0	0	0
AC011997.1	1.3344	0	0	0	1.8195
AC011998.1	0	0	0	0	0
AC012065.4	0	0	0	0	0
AC012065.7	0	0	0	0	0
AC012074.2	0	0	0	0.7445	0.6069
AC012075.2	0	0	0	0	0
AC012123.1	0	0	0	0	0
AC012146.7	3.7671	3.8121	4.1214	2.8212	3.4751
AC012307.2	1.048	0	1.9803	3.1034	2.3586
AC012307.3	1.6596	1.7366	1.5365	1.1168	1.0342
AC012309.5	0.3596	0	0	0	0
AC012314.20	0	0	0	0	0
AC012314.8	0	0	0	0	0
AC012317.1	0	0	0	0	0
AC012322.1	0	0	0	0	0
AC012354.6	0	0	0	0	0
AC012358.7	0	0	0	0	0.353
AC012358.8	0	0	0	0	0
AC012360.4	0	0	0	0	0
AC012360.6	0	0	0	0	0
AC012361.1	0	0	0	0	0
AC012363.13	0	0	0	0	0
AC012363.4	0	0	0	0	0
AC012368.1	0	0.0946	0	0	0
AC012370.2	0.9097	1.5709	1.6679	2.4265	1.5655
AC012370.3	0	0	0	0	0
AC012442.5	0	0	0	0	0
AC012442.6	0.4072	0.5995	0	0	0
AC012445.1	0	0	0	0	0
AC012451.1	0	0	0	0	0
AC012456.3	0	0	0	0	0
AC012456.4	0	0	0	0	0
AC012457.2	0	0	0	0	0
AC012462.1	0	0	0	0	0
AC012462.2	0	0	0	0	0
AC012462.3	0	0	0	0	0
AC012485.2	0	0	0	0	0
AC012487.2	0	0	0	0	0
AC012494.1	0	0	0	0	0
AC012499.1	0	0	0	0	0
AC012501.2	0	0	0	0	0
AC012506.1	0	0	0	0	0
AC012506.2	0	0	0	0	0
AC012506.3	0	0	0	0	0
AC012506.4	0	0	0	0	0
AC012507.3	0	0	0	0	0
AC012507.4	0	0	0	0	0
AC012513.6	0	0	0	0	0
AC012531.23	0	0	0	0	0
AC012531.25	0	0	0	0	0
AC012593.1	0	0	0	0	0
AC012594.1	0	0	0	0	0
AC012613.2	0	0	0	0	0
AC012668.1	0	0	0	0	0
AC012668.2	0	0	0	0	0
AC012668.3	0	0	0	0	0
AC013248.2	0	0	0	0	0
AC013264.2	2.6928	0	2.2026	0	0.3624
AC013268.5	0	0	0	0	0
AC013269.3	0	0	0	0	0
AC013269.4	0	0	0	0	0
AC013269.5	0	0	0	0	0
AC013271.3	0	0	0	0	0
AC013275.2	0	0	0	0	0
AC013394.2	5.8121	5.9027	5.5534	5.6464	5.7733
AC013401.1	0	0	0	0	0
AC013401.2	0	0	0	0	0
AC013402.2	0	0	0	0	0
AC013402.3	0	0	0	0	0
AC013402.4	0	0	0	0	0
AC013402.5	0	0	0	0	0
AC013436.6	0	0.2882	0	0.6009	1.5352
AC013448.1	0	0	0	0	0
AC013448.2	0	0	0	0	0
AC013460.1	0	0	0	0	0
AC013463.2	0	0	6.2381	5.4613	2.969
AC013472.3	0	0	0	0	0
AC013472.4	0	0	0	0	0
AC013480.2	0	0	0	0	0
AC013727.1	0	0	0	0	0
AC013727.2	0	0	0	0	0
AC013733.3	0	0	0	0	0
AC013733.4	0	0	0	0	0
AC015688.3	0	0	0	0	0
AC015691.13	0	0	0	0	0
AC015849.12	1.5791	0.4113	0	0.2769	1.3047
AC015849.13	1.5104	1.407	0	0	1.337
AC015849.16	0	0	0	0	0
AC015849.19	0	0	0	0	0
AC015849.2	0	0	0	0	0
AC015922.6	0	0	0	0	0
AC015923.1	0	0	0	0	0
AC015933.2	0	0	0	0	0
AC015936.3	0	0	0	0	0
AC015969.3	0	0	0	0	0
AC015971.2	0	0	0	0	0
AC015977.6	0	0	0	0	0
AC015987.1	0	0	0	0	0
AC016292.1	0	0	0	0	0
AC016582.2	0	0	0	0	0
AC016626.2	0	0	0	0	0
AC016629.3	0	0	0	0	0
AC016629.8	0.4962	0.3152	0	0	0
AC016644.1	0	0	0	0	0
AC016682.1	0	0	0	0	0
AC016683.5	0	0	0	0	0
AC016683.6	0.8219	0	1.3375	0	0.724
AC016700.2	2.0851	0.1194	0	0	0.5693
AC016700.3	2.2329	1.1449	0.4112	0	0.0383
AC016700.5	1.1294	0	0.4541	0	0.947
AC016710.1	0	0	0	0	0
AC016716.2	0	0	0	0	0
AC016722.1	0	0	0	0	0
AC016722.2	0	0	0	0	0
AC016722.3	0	0	0	0	0
AC016722.4	0	0	0	0	0
AC016723.4	0	0	0	0	0
AC016725.4	0	0.0971	1.0289	0.5381	0.1884
AC016730.1	0	0	0	0	0
AC016735.1	4.2624	0	0	0	0.1659
AC016735.2	0	0	0	0	0.2801
AC016735.3	0	0	0	0	0
AC016738.3	0	0	0	0	0
AC016738.4	0	0	0	0	0
AC016745.3	0	0	0	0	0
AC016747.3	1.5368	0	0	0	0
AC016751.2	0	0	0	0	0
AC016751.3	0	0	0	0	0
AC016757.3	0	0	0	0	0
AC016768.1	0	0	0	0	0
AC016831.7	0	0	0	0	0
AC016903.1	0	0	0	0	0
AC016903.2	0	0	0	0	0
AC016907.3	0	0	0	0	0
AC016909.1	0	0	0	0	0
AC016910.1	0	0	0	0	0
AC016912.3	0	0	0	0	0
AC016994.2	0	0	0	0	0
AC016995.3	0	0	0	0	0
AC016999.2	0	0	0	0	0
AC017002.1	0	0	0	0	0
AC017002.2	2.0117	4.4314	2.3841	2.5332	5.6588
AC017002.4	0	0	0	0	0
AC017006.2	0	0	0	0	0
AC017006.3	0	0	0	0	0
AC017048.1	0	0	0	0	0
AC017048.2	0	0	0	0	0
AC017048.3	0	0	0	0	0
AC017048.4	0	0	0	0	0
AC017053.1	0	0	0	0	0
AC017060.1	4.7037	0	0	0	0
AC017074.1	0	0	0	0	0
AC017074.2	0	0	0	0	0.3014
AC017076.5	0	0.1225	0	0	0.1987
AC017099.3	0	0	0	0	1.3419
AC017101.10	0	0	0	0	0
AC017104.2	0	0	0	0	0
AC017104.6	0.1069	0	0	0	0
AC017116.11	0	0	0	0	0
AC018359.1	2.249	2.1772	0.7459	1.0923	0
AC018359.3	0	0	0	0	0
AC018462.2	0	0	0	0	0
AC018464.3	0	0	0	0	0
AC018470.4	0	0	0	0	0
AC018495.3	0	0	0	0	0
AC018643.4	0	0	0	0	0
AC018647.3	0	0	0	0	0
AC018685.1	0	0	0	0	0
AC018685.2	0	0	0	0	0
AC018693.6	0	0	0	0	0
AC018705.5	0	0	0	0	0
AC018717.1	0	0	0	0	0
AC018730.1	0	0	0	0	1.0777
AC018730.3	0	0	0	0	0
AC018730.4	0	0	0	0	0
AC018731.3	0	0	0	0	0
AC018737.1	2.4472	1.5987	2.2901	1.6364	1.9324
AC018737.3	0	0	0	0	0
AC018742.1	0	0	0	0	0
AC018755.1	0	0	0	0	0
AC018755.17	0	0	0	0	0
AC018766.4	2.2223	3.217	2.6011	2.5459	3.8046
AC018766.5	1.8414	3.0006	2.182	2.2272	3.4689
AC018766.6	0	0	0	0	0.3374
AC018799.1	0	0	0	0	0
AC018804.3	0	0	0	0	0
AC018816.3	0	0	0	0	0.0289
AC018832.1	0	0	0	0	0
AC018866.1	0	0	0	0	0
AC018878.3	0	0	0	0	0
AC018890.4	0	0	0	0	0
AC018890.6	0	0	0	0	0
AC019048.1	0	0	0	0	0
AC019055.1	0	0	0	0	0
AC019064.1	0	0	0	0	0
AC019068.2	0	0	0	0	0
AC019100.3	0	0	0	0	0
AC019117.1	0	0	0	0	0
AC019117.2	4.5631	0	0	0	0
AC019118.2	0	0	0	0	0
AC019118.3	0	0	0	0	0
AC019118.4	0	0	0	0	0
AC019172.2	0	0	0	0	0
AC019181.2	0	0	0	0	0
AC019185.4	0	0	0	0	0
AC019186.1	0	0	0	0	0
AC019221.4	0	0	0	0	0
AC019330.1	0	0	0	0	0
AC019349.5	0	0	0	0	0
AC020571.3	0.8272	0	4.5872	0	2.0368
AC020594.5	0	0	0	0	0
AC020595.1	0	0	0	0	0
AC020601.1	0	0	0	0	0
AC020743.2	0	0	0	0	0
AC020743.3	0	0	0	0	0
AC020743.4	0	0	0	0	0
AC020956.3	0	0	0	0	0
AC021016.6	0.4257	0	0	0	0
AC021016.8	0	0	0	0	0
AC021021.2	0	0	0	0	0
AC021188.4	0.3263	2.2268	0.4246	0	0.2457
AC021218.2	0	0	0	0	0
AC022007.5	0	0	0	0	0
AC022154.7	0	0	0	0	0
AC022173.2	0	0	0	0	0
AC022182.1	0	0	0	0	0
AC022182.3	0	0	0	0	0
AC022201.4	0	0	0	0	0
AC022201.5	0	0.4818	0	0.203	0
AC022311.1	0	0	0	0	0
AC022431.2	0	0	0	0	0
AC022431.3	0	0	0	0	0
AC022486.1	0	0	0	0	0
AC022816.2	0	0	0	0	0
AC022819.3	0	0	0	0	0
AC023115.1	0	0	0	0	0
AC023115.2	0	0	0	0	0
AC023115.4	0	0	0	0	0
AC023128.1	0	0	0	0	0
AC023137.2	0	0	0	1.423	0
AC023347.1	0	0	0	0	0
AC023469.1	0	0	0	0	0
AC023469.2	0	0	0	0	0
AC023481.1	0	0	0	0	0
AC023490.1	0	0	0	0	0
AC023490.2	0	0	0	0	0
AC023590.1	0	0	0	0	0
AC023669.1	0	0	0	0	0
AC023672.2	0	0	0	0	0
AC024028.1	0	0	0	0	0
AC024084.1	0	0	0	0	3.225
AC024132.1	0	0	0	0	0
AC024560.2	0	0	0	0	0
AC024592.12	0	0	0	0	0
AC024592.9	0	0	0	0	0
AC024619.2	0	0	0	0	0
AC024704.2	0	0	0	0	0
AC025016.1	0	0	0	0	0
AC025165.8	0	0	0	0	0
AC025171.1	4.6863	2.6091	2.4193	2.4737	2.7467
AC025263.3	0	0	0	0	0
AC025335.1	1.2456	0.3805	1.4455	0	0
AC025442.3	0	0	0	0	0
AC025811.3	0	0	0	0	0
AC025918.2	0	0	0	0	0
AC026150.5	0	0	0	0	0
AC026150.8	2.0241	0	0	0	0.9519
AC026167.1	0	0	0	0	0
AC026188.1	0	0	0	0	0
AC026202.3	1.4297	0.1474	0.5636	0	0.895
AC026202.5	0	0	0	0	0
AC026471.6	0	0	0	0	0
AC026806.2	1.1013	0	0.5954	0.3316	0.029
AC026904.1	0	0	0	0	0
AC027119.1	0	0	0	0	0
AC027269.2	0	0	0	0	0
AC027601.1	0	0	0	0	0
AC027763.2	1.4223	0	0.6697	0	0.5407
AC034110.1	0	0	0	0	0
AC034187.2	0	0	0	0	0
AC034220.3	0	0	0	0	1.1659
AC034228.2	0	0	0	0	0
AC034228.3	0	0	0	0	0
AC034228.4	0	0	0	0	0
AC034243.1	0	0	0	0	0
AC037445.1	0	0	0	0	0
AC037459.4	0	0	0	0	0
AC046143.3	0	0	0	0	0
AC051649.12	0	0	0	0	0
AC051649.16	0	0	0	0	0
AC051649.6	0	1.1764	0	0	0
AC053503.11	0	0	0	0	0
AC053503.4	0	0	0	0	0
AC053503.6	0	0	0	0	0
AC055764.1	0	0	0	0	0
AC060834.3	0	0	0	0	0
AC061961.2	0	0	0	0	0
AC061992.2	0	0	0	0	0
AC062017.1	2.0348	1.28	1.1499	0.6317	1.4038
AC062020.1	0	0	0	0	0
AC062020.2	0	0	0	0	0
AC062021.1	0	0	0	0	0
AC062028.1	0	0	0	0	0
AC062029.1	1.0868	1.1928	1.0822	1.2893	1.3014
AC062031.1	0	0	0	0	0
AC062032.1	0	0	0	0	0
AC063976.3	0	0	0	0	0
AC064834.1	0	0	0	0	0
AC064834.2	0	0	0	0	0
AC064834.3	0	0	0	0	0
AC064852.4	0	0	0	0	0
AC064853.2	0	0	0	0	0
AC064865.1	0	0	0	0	0
AC064871.3	0	0	0	0	0
AC064874.1	0	0	0	0	0
AC064875.2	0	0	0	0	0
AC066593.1	0	0	0	0	0
AC067945.2	0	0	0	0	0
AC067945.4	0	0	0	0	0
AC067956.1	0	0	0	0	0
AC067959.1	0	0	0	0	0
AC067960.1	0	0	0	0	0
AC067961.1	0	0	0	0	0
AC067968.3	0	0	0	0	0
AC067969.1	0	0	0	0	0
AC067969.2	0	0	0	0	0
AC068039.4	0	0	0	0	0
AC068057.1	0	0	0	0	0
AC068057.2	0	0	0	0	0
AC068134.6	0	0	0	0	0
AC068134.8	0	0	0	0	0
AC068138.1	0	0	0	0	0
AC068196.1	0	0	0	0	0
AC068282.3	0	0	0	0	0
AC068286.1	0	0	0	0	0
AC068483.1	0	0	0	0	0
AC068489.1	0	0	0	0	0
AC068490.1	0	0	0	0	0
AC068490.2	0	0	0	0	0
AC068491.2	0	0	0	0	0
AC068492.1	0	0	0	0	0
AC068499.10	0	0	0	0	0
AC068533.7	0	0	0	0	0
AC068535.2	0	0	0	0	0
AC068535.3	0	0	0	0	0
AC068535.4	0	0	0	0	0
AC068538.4	0	0	0	0	0
AC068542.1	0	0	0	0	0
AC068542.2	0	0	0	0	0
AC068580.5	1.7708	0.3215	0.362	0	2.5884
AC068580.6	0	0	0	0	0
AC068580.7	0	0	0	0	0
AC068610.3	0	0	0	0	0
AC068610.5	0	0	0	0	0
AC068718.1	0	0	0	0	0
AC068831.10	0	0	0	0	0
AC068831.15	0	0	0	0	0
AC068831.3	0	0.4072	0	0	0
AC068831.6	0	0	0	0	0
AC068858.1	0	0	0	0	0
AC069155.1	0	0	0	0	0
AC069257.8	0	0	0	0	0
AC069277.2	0	0	2.3177	1.4391	3.7408
AC069278.4	0	0	0	0	0.2523
AC069363.1	0	0	0	0	0
AC069368.3	0	0	0	0	0
AC069394.1	0	0	0	0	0
AC069513.4	0	0	0	0	0
AC072062.1	0	1.6242	0	0	1.1829
AC072062.3	0	0	0	0	0
AC073043.1	0	0	0	0	0
AC073046.25	3.6742	4.0962	3.2763	4.3036	3.7978
AC073071.1	0	0	0	0	0
AC073072.5	0	0	0	0	0
AC073094.4	0	0	0	0	0
AC073115.6	0	0	0	0	0
AC073115.7	0	0	0	0	0
AC073128.10	0	0	0	0	0
AC073130.1	0	0	0	0	0
AC073130.3	0	0	0	0	0
AC073133.1	0	0	0	0	0
AC073133.2	0	0	0	0	0
AC073218.1	0	0	0	0	0
AC073218.2	0	0	0	0	0
AC073218.3	0	0	0	0	0
AC073236.3	0	0	0	0	0
AC073254.1	0	0	0	0	0
AC073257.1	0	0	0	0	0
AC073257.2	0	0	0	0	0
AC073283.4	0	0	0	0	0
AC073283.7	1.7743	2.735	0.3566	0	1.4108
AC073284.4	0	0	0	0	0
AC073316.1	0	0	0	0	0
AC073316.2	0	0	0	0	0
AC073321.3	0	0	0	0	0
AC073321.4	0	0	0	0	0
AC073325.1	0	0	0	0	0
AC073333.8	0	0	0	0	0
AC073342.12	0	0	0	0	0.0811
AC073343.13	0	0	0	0	0
AC073409.1	0	0	0	0	0
AC073479.1	0	0	0	0	0
AC073610.5	0	0	0	0	0
AC073626.2	0	0	0	0	0
AC073628.1	0	0	0	0	0
AC073635.5	0	0	0	0	0
AC073636.1	0	0	0	0	0
AC073641.2	0	0	0	0	0
AC073834.3	0	0	0	0	0
AC073842.19	0	0.8138	0	0	0.7743
AC073869.19	4.888	0.5922	2.8743	1.1059	0.9477
AC073928.2	0	0	0	0	0
AC073934.6	0	0	0.8387	0.5459	0.1738
AC073957.15	0	0	0	0	0
AC073987.1	0	0	0	0	0
AC074011.2	0	0	0	0	0
AC074019.1	0	0	0	0	0
AC074091.13	0	0	0	0	0
AC074117.10	1.0991	1.1418	1.2274	0.0152	0.9271
AC074138.3	1.9477	2.0794	1.8347	2.3345	2.1579
AC074183.4	0	0	0	0.1491	0
AC074212.3	0	0	0	0	0
AC074212.5	0	0	0	0	0
AC074212.6	0	0	0	0	0
AC074286.1	0	0	0	0	0
AC074289.1	0	0	0	0	0
AC074363.1	0	0	0	0	0
AC074366.3	0	0	0	0	0
AC074389.5	0	0	0	0	0
AC074389.6	0	0	0	0	0
AC074389.7	0	0	0	0	0
AC074389.9	0	0	0	0	0
AC074391.1	0	0	0	0	0
AC078842.3	0	0	0	0	0
AC078842.4	0	0	0	0	0
AC078851.1	0	0	0	0	0
AC078852.1	0.0435	0	0	0	0
AC078852.2	0	0	0	0	0
AC078882.1	0	0	0	0	0
AC078883.3	0	0	0	0	0
AC078883.4	0	0	0	0	0
AC078941.1	0	0	0	0	0
AC078942.1	0	0	0	0	0
AC079117.1	0	0	0	0	0
AC079135.1	0	0	0	0	0
AC079145.4	0	0	0	0	0
AC079150.3	0	0	0	0	0
AC079154.1	0	0	0	0	0
AC079163.1	0	0	0	0	0
AC079305.10	0.3952	0.9208	0.9613	2.0343	1.6027
AC079305.11	0	0	0	0	0
AC079305.8	0	0	0	0	0
AC079354.1	0	0	0	0	0
AC079354.3	0	0	0	0	0
AC079354.5	0	0	0	0	1.6999
AC079466.1	0	0	0	0	0
AC079584.2	0	0	0	0	0
AC079586.1	0	0	0	0	0.1601
AC079610.1	2.0273	3.0923	0.6284	0.2535	4.8232
AC079610.2	0	0	0	0	0
AC079612.1	0	0	0.6771	0	0.0393
AC079612.2	0	0	0	0	0.0972
AC079613.1	0	0	0	0	0
AC079630.2	0	0	0	0	0
AC079630.4	0	0	0	0	0
AC079742.4	0	0	0	0	0
AC079767.4	0	0	0	0	0
AC079776.1	0	0	0	0	0
AC079776.3	0	0	0	0	0
AC079779.4	0	0.7981	0	0	0.0541
AC079779.5	0	0	0	0	0
AC079779.6	0	0	0	0	0
AC079779.7	0	0	0	0	0
AC079790.2	0	0	0	0	0
AC079799.2	0	0	0	0	0
AC079807.2	2.4025	0.5897	1.757	1.9573	2.4342
AC079807.4	0	0	0	0	0
AC079896.1	0	0	0	0	0
AC079922.3	0	0.0277	0.4843	0	0.7846
AC079988.3	0	0	0	0	0
AC080094.1	0	0	0	0	0
AC083843.1	0	0	0	0	0.0353
AC083843.2	0	0	0.095	0	0
AC083843.3	0	0	0	0	0
AC083864.3	0	0	0	0	0
AC083867.4	0	0	0	0	0
AC083884.8	0	0	0	0	0
AC083900.1	0	1.5204	0.3664	0.0179	0.8135
AC083949.1	0.4956	0	0	0	0
AC084018.1	2.3793	2.7982	2.8056	0.7731	2.5997
AC084082.3	4.2456	4.2018	4.8192	5.6106	2.7144
AC084117.3	3.6521	4.2301	3.0421	4.2967	1.8259
AC084121.16	0	0	0	0	0
AC084125.4	0	0	0	0	0
AC084149.1	0	0	0	0	0
AC084149.2	0	0	0	0	0
AC084193.1	0	0	0	0	0
AC084219.3	0	0	0	0	0
AC084219.4	0	0	0	0	0
AC084809.2	0	0	0	0	0
AC084809.3	0	0	0	0	0
AC087073.1	0	0	0	0	0
AC087294.2	0	0	0	0	0
AC087393.1	0	0	0	0	0
AC087430.1	0	0	0	0	0
AC087491.2	0	0	0	0	0
AC087499.10	0	0	0	0	0
AC087501.1	0	0	0	0	0
AC090044.1	0	0	0	0	0
AC090044.2	0	0	0	0	0
AC090286.4	0	0	0	0	0
AC090505.1	0	0	0	0	0
AC090505.4	0	0	0	0	0
AC090505.6	0	0	0	0	0
AC090587.2	0	0	0	0	0
AC090587.4	2.9097	3.5324	3.2425	1.9112	3.1989
AC090587.5	0.2522	0.0609	0	0	0.0322
AC090616.2	0	0	0	0	0
AC090617.1	0	0	0	0	0
AC090627.1	0	0	0	0	0
AC090696.2	0	0	0	0	0
AC090939.1	0	0	0	0	0
AC090952.5	0	0	0	0	0.9762
AC090957.2	0	0	0	0	0
AC091132.1	0	0	0.9953	0	0
AC091133.1	0	1.9235	1.0401	0.6219	1.0648
AC091153.4	0	0	0	0	0
AC091177.1	0	0	0	0	0
AC091199.1	0	0	0	0	0
AC091493.2	0	0	0	0	0
AC091633.3	0.7801	0	0	0.2268	1.1184
AC091705.1	0	0	0	0	0
AC091729.7	0	0	0	0	0
AC091729.8	0	0	0	0	0
AC091729.9	1.7997	0	0.8402	0	0.3803
AC091770.3	0	0	0	0	0
AC091801.1	0	0	0	0	0
AC091814.2	0	0	0	0	0
AC091814.3	0	0	0	0	0
AC091878.1	0	0	0	0	0
AC091962.3	0	0	0	0	0
AC091969.1	0	0	0	0	0
AC092071.1	0	0	0	0	0
AC092155.4	0	0	0	0	0
AC092159.2	0	0	0	0	0
AC092159.3	0	0	0	0	0
AC092162.1	0	0	0	0	0
AC092168.2	0	0	0	0	0.3343
AC092168.3	0	0	0	0	0
AC092168.4	0	0	0	0	0
AC092171.2	0	0	0	0	0
AC092171.4	0	0	0	0	0
AC092192.1	0	0	0	0	0
AC092198.1	0	0	0	0	0
AC092295.4	0	0	0	0	0
AC092295.7	2.1951	1.7135	1.4169	1.242	1.9792
AC092301.3	0	0	0	0	0
AC092316.1	0	0	0	0	0
AC092415.1	0	0	0	0	0
AC092431.3	0	0	0	0	0
AC092484.1	0	0	0	0	0
AC092535.3	0	0	0	0	0
AC092570.2	0	0	0	0	0
AC092580.3	0	0	0	0	0
AC092580.4	0	0	0.0926	0	0
AC092594.1	0	0	0	0	0
AC092597.3	0	0	0	0	0
AC092614.2	0	0	0	0	0
AC092619.1	0	0	0	0	0
AC092620.2	0	0	0	0	0
AC092620.3	0	0	0	0	0
AC092625.1	0	0	0	0	0
AC092635.1	0	0	0	0	0
AC092652.1	0	0	0	0	0
AC092657.2	0	0	0	0	0
AC092660.1	0	0	0	0	0
AC092661.1	0	0	0	0	0
AC092667.2	0	0	0	0	0
AC092669.2	0	0	0	0	0
AC092669.3	0	0.0086	0	0	1.3592
AC092669.6	0	0	0	0	0
AC092675.3	0	0	0	0	0
AC092675.4	0	0	0	0	0
AC092684.1	0	0	0	0	0
AC092687.3	0	0	0	0	0
AC092687.4	0	0	0	0	0
AC092687.5	0	0	0	0	0
AC092755.4	2.9002	4.5793	4.0223	3.3225	2.7767
AC092835.2	0.3563	1.356	0.6919	0	1.1583
AC092839.3	0	0	0	0	0
AC092839.4	0	0	0	0	0
AC093063.3	0	0	0	0	0
AC093074.1	0	0	0	0	0
AC093110.3	0	0	0	0	0
AC093159.1	0	0	0	0	1.0048
AC093323.3	4.1619	3.3392	3.5957	3.4403	3.0301
AC093326.1	0	0	0	0	0
AC093326.2	0	0	0	0	0
AC093326.3	0	0	0	0	0
AC093375.1	1.4842	0	0.3812	0	0
AC093381.2	0	0	0	0	0
AC093382.1	0	0	0	0	0
AC093388.3	2.0119	1.6074	0.7742	0	1.747
AC093390.1	0	0	0	0	0
AC093391.2	0.3125	0	0	0	0
AC093415.2	0	0	0	0	0
AC093484.4	0	0	0	0	0.7891
AC093495.4	1.7142	0	0	0	0.5287
AC093585.6	0	0.1854	0.1504	0	0
AC093590.1	0	0	0	0	0
AC093609.1	0	0.3707	0	0	0
AC093620.5	0	0	0	0	0
AC093627.10	0	0	0	0	0
AC093627.11	0	0	0	0	0
AC093627.12	0	0	0	0	0
AC093627.7	0	0	0	0	0
AC093627.8	0	0	0	0	0
AC093627.9	0	0	0	0	0
AC093639.1	0	0	0	0	0
AC093642.3	2.2693	1.206	2.4172	1.7656	3.3494
AC093642.4	0	0	0	0	0
AC093642.6	0	0	0	0	0
AC093673.5	2.149	1.7283	1.8999	0.2374	1.5628
AC093690.1	0	0	0	0	0
AC093702.1	0	0	0	0	0
AC093732.1	0	0	0	0	0
AC093802.1	0	0	0	0	0
AC093818.1	0	0	0	0	0
