GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous	GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous	GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous	GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous	GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous	GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous	GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous
ACOX3	0.42924	0.42924	0.43921	0.43921	0.42924	0.43921	0.42905	0.42924	0.43921	0.432255
ACOXL	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACP1	0.73974	0.73974	0.650935	0.650935	0.73974	0.650935	0.66597	0.73974	0.650935	0.6543525
ACP2	0.65117	0.65117	0.70465	0.70465	0.65117	0.70465	0.58826	0.65117	0.70465	0.80202
ACP5	0.64512	0.64512	0.502685	0.502685	0.64512	0.502685	0.4695	0.64512	0.502685	0.97772
ACP6	0.23795	0.23795	0.09435	0.09435	0.23795	0.09435	0.22441	0.23795	0.09435	0.235225
ACPP	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACPT	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACR	0.2909	0.2909	0.273005	0.273005	0.2909	0.273005	0.08815	0.2909	0.273005	0.088555
ACRBP	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.2648
ACRC	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.22441	0.09059	0.09435	0.088555
ACRV1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSBG1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSBG2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSF2	0.47762	0.47762	0.5724	0.5724	0.47762	0.5724	0.33457	0.47762	0.5724	0.52271
ACSF3	0.24568	0.24568	0.2806675	0.2806675	0.24568	0.2806675	0.25016	0.24568	0.2806675	0.25811
ACSL1	0.831575	0.831575	0.97961	0.97961	0.831575	0.97961	0.7366775	0.831575	0.97961	0.91887
ACSL3	0.52311	0.52311	0.54031	0.54031	0.52311	0.54031	0.4959	0.52311	0.54031	0.52466
ACSL4	0.70021	0.70021	0.634975	0.634975	0.70021	0.634975	0.58181	0.70021	0.634975	0.789185
ACSL5	0.4468525	0.4468525	0.60817	0.60817	0.4468525	0.60817	0.58013	0.4468525	0.60817	0.68402
ACSL6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSM1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSM2A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSM2B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSM3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACSM5	0.2860775	0.2860775	0.53847	0.53847	0.2860775	0.53847	0.32229	0.2860775	0.53847	0.495095
ACSS1	0.73974	0.73974	0.57442	0.57442	0.73974	0.57442	0.4811125	0.73974	0.57442	0.47968
ACSS2	0.60808	0.60808	0.80093	0.80093	0.60808	0.80093	0.62059	0.60808	0.80093	0.727135
ACSS3	0.59189	0.59189	0.5237525	0.5237525	0.59189	0.5237525	0.40363	0.59189	0.5237525	0.382795
ACTA1	0.66839	0.66839	0.55397	0.55397	0.66839	0.55397	0.74945	0.66839	0.55397	0.088555
ACTA2	0.94411	0.94411	0.94123	0.94123	0.94411	0.94123	0.99498	0.94411	0.94123	0.978165
ACTA2-AS1	0.63631	0.63631	0.63816	0.63816	0.63631	0.63816	0.93072	0.63631	0.63816	0.7590575
ACTB	0.99708	0.99708	0.998275	0.998275	0.99708	0.998275	0.99858	0.99708	0.998275	0.9994
ACTC1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.4054225	0.09059	0.09435	0.25262
ACTG2	0.64512	0.64512	0.43157	0.43157	0.64512	0.43157	0.87967	0.64512	0.43157	0.79663
ACTL10	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTL6A	0.50862	0.50862	0.557795	0.557795	0.50862	0.557795	0.6033325	0.50862	0.557795	0.517765
ACTL6B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTL7A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTL7B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTL8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTL9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTN1	0.83785	0.83785	0.78946	0.78946	0.83785	0.78946	0.84131	0.83785	0.78946	0.8484
ACTN2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.22441	0.09059	0.09435	0.088555
ACTN4	0.9485875	0.9485875	0.914275	0.914275	0.9485875	0.914275	0.9705	0.9485875	0.914275	0.94309
ACTR10	0.57334	0.57334	0.69621	0.69621	0.57334	0.69621	0.75922	0.57334	0.69621	0.68526
ACTR1A	0.82082	0.82082	0.85722	0.85722	0.82082	0.85722	0.839225	0.82082	0.85722	0.83739
ACTR1B	0.78674	0.78674	0.80585	0.80585	0.78674	0.80585	0.81995	0.78674	0.80585	0.77014
ACTR2	0.87602	0.87602	0.8871	0.8871	0.87602	0.8871	0.898375	0.87602	0.8871	0.91266
ACTR3	0.52311	0.52311	0.671765	0.671765	0.52311	0.671765	0.67292	0.52311	0.671765	0.68526
ACTR3B	0.3299	0.3299	0.252545	0.252545	0.3299	0.252545	0.249425	0.3299	0.252545	0.240925
ACTR3C	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTR5	0.56316	0.56316	0.48362	0.48362	0.56316	0.48362	0.527195	0.56316	0.48362	0.500325
ACTR6	0.396665	0.396665	0.418165	0.418165	0.396665	0.418165	0.46031	0.396665	0.418165	0.36244
ACTR8	0.50688	0.50688	0.436455	0.436455	0.50688	0.436455	0.447755	0.50688	0.436455	0.43512
ACTRT2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACTRT3	0.09059	0.09059	0.267	0.267	0.09059	0.267	0.08815	0.09059	0.267	0.088555
ACVR1	0.71323	0.71323	0.639615	0.639615	0.71323	0.639615	0.705095	0.71323	0.639615	0.64416
ACVR1B	0.6756	0.6756	0.60817	0.60817	0.6756	0.60817	0.5189	0.6756	0.60817	0.528945
ACVR1C	0.36134	0.36134	0.459485	0.459485	0.36134	0.459485	0.2283	0.36134	0.459485	0.25369
ACVR2A	0.393185	0.393185	0.3778025	0.3778025	0.393185	0.3778025	0.45074	0.393185	0.3778025	0.4407875
ACVR2B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACVR2B-AS1	0.272385	0.272385	0.09435	0.09435	0.272385	0.09435	0.08815	0.272385	0.09435	0.088555
ACVRL1	0.81764	0.81764	0.8399	0.8399	0.81764	0.8399	0.81352	0.81764	0.8399	0.75128
ACY1	0.386785	0.386785	0.5077875	0.5077875	0.386785	0.5077875	0.37136	0.386785	0.5077875	0.427805
ACY3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ACYP1	0.28498	0.28498	0.331245	0.331245	0.28498	0.331245	0.44175	0.28498	0.331245	0.32898
ADA	0.528245	0.528245	0.687775	0.687775	0.528245	0.687775	0.63403	0.528245	0.687775	0.608545
ADAD1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAD2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAL	0.236865	0.236865	0.265075	0.265075	0.236865	0.265075	0.28443	0.236865	0.265075	0.25811
ADAM10	0.58013	0.58013	0.49619	0.49619	0.58013	0.49619	0.493165	0.58013	0.49619	0.587015
ADAM11	0.240205	0.240205	0.09435	0.09435	0.240205	0.09435	0.08815	0.240205	0.09435	0.22805
ADAM12	0.4811125	0.4811125	0.41447	0.41447	0.4811125	0.41447	0.08815	0.4811125	0.41447	0.53961
ADAM15	0.813285	0.813285	0.86266	0.86266	0.813285	0.86266	0.86028	0.813285	0.86266	0.757715
ADAM17	0.46382	0.46382	0.406635	0.406635	0.46382	0.406635	0.366415	0.46382	0.406635	0.43512
ADAM18	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM19	0.47487	0.47487	0.09435	0.09435	0.47487	0.09435	0.29971	0.47487	0.09435	0.3209225
ADAM2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM20	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM21	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM22	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.3275925	0.09059	0.09435	0.23276
ADAM23	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM28	0.539415	0.539415	0.09435	0.09435	0.539415	0.09435	0.08815	0.539415	0.09435	0.2839
ADAM30	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM32	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM33	0.855535	0.855535	0.868	0.868	0.855535	0.868	0.91432	0.855535	0.868	0.87032
ADAM6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM7	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAM8	0.42305	0.42305	0.30152	0.30152	0.42305	0.30152	0.08815	0.42305	0.30152	0.823825
ADAM9	0.7563875	0.7563875	0.7907	0.7907	0.7563875	0.7907	0.69468	0.7563875	0.7907	0.824765
ADAMDEC1	0.41403	0.41403	0.09435	0.09435	0.41403	0.09435	0.08815	0.41403	0.09435	0.43512
ADAMTS1	0.91867	0.91867	0.93262	0.93262	0.91867	0.93262	0.861275	0.91867	0.93262	0.823825
ADAMTS10	0.79772	0.79772	0.745315	0.745315	0.79772	0.745315	0.72346	0.79772	0.745315	0.7627
ADAMTS12	0.294635	0.294635	0.302245	0.302245	0.294635	0.302245	0.283555	0.294635	0.302245	0.31356
ADAMTS13	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.24561	0.09059	0.09435	0.243285
ADAMTS14	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAMTS15	0.691485	0.691485	0.591115	0.591115	0.691485	0.591115	0.335455	0.691485	0.591115	0.718525
ADAMTS16	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.27593	0.09059	0.09435	0.088555
ADAMTS17	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAMTS18	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.26167
ADAMTS19	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAMTS2	0.89307	0.89307	0.78825	0.78825	0.89307	0.78825	0.716205	0.89307	0.78825	0.83998
ADAMTS20	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAMTS3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.22441	0.09059	0.09435	0.088555
ADAMTS4	0.40053	0.40053	0.622025	0.622025	0.40053	0.622025	0.270045	0.40053	0.622025	0.55861
ADAMTS5	0.86949	0.86949	0.69133	0.69133	0.86949	0.69133	0.73226	0.86949	0.69133	0.615535
ADAMTS6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.258745	0.09059	0.09435	0.322205
ADAMTS7	0.492555	0.492555	0.40498	0.40498	0.492555	0.40498	0.3677725	0.492555	0.40498	0.406455
ADAMTS8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAMTS9	0.359395	0.359395	0.2899225	0.2899225	0.359395	0.2899225	0.28443	0.359395	0.2899225	0.381375
ADAMTS9-AS2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.262905	0.09059	0.09435	0.088555
ADAMTSL1	0.3024625	0.3024625	0.09435	0.09435	0.3024625	0.09435	0.35566	0.3024625	0.09435	0.34642
ADAMTSL2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.35907	0.09059	0.09435	0.088555
ADAMTSL3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.30143	0.09059	0.09435	0.088555
ADAMTSL4	0.775735	0.775735	0.78275	0.78275	0.775735	0.78275	0.7725775	0.775735	0.78275	0.77604
ADAMTSL5	0.2310575	0.2310575	0.09435	0.09435	0.2310575	0.09435	0.28296	0.2310575	0.09435	0.088555
ADAP1	0.09059	0.09059	0.27153	0.27153	0.09059	0.27153	0.08815	0.09059	0.27153	0.325185
ADAP2	0.33345	0.33345	0.57442	0.57442	0.33345	0.57442	0.52076	0.33345	0.57442	0.76079
ADAR	0.81241	0.81241	0.83571	0.83571	0.81241	0.83571	0.84355	0.81241	0.83571	0.81266
ADARB1	0.83978	0.83978	0.501255	0.501255	0.83978	0.501255	0.527195	0.83978	0.501255	0.46813
ADARB2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADARB2-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADAT1	0.3880475	0.3880475	0.3483175	0.3483175	0.3880475	0.3483175	0.39481	0.3880475	0.3483175	0.344005
ADAT2	0.311725	0.311725	0.33014	0.33014	0.311725	0.33014	0.3264275	0.311725	0.33014	0.34787
ADAT3	0.09059	0.09059	0.257735	0.257735	0.09059	0.257735	0.08815	0.09059	0.257735	0.22805
ADCK1	0.09059	0.09059	0.328205	0.328205	0.09059	0.328205	0.27086	0.09059	0.328205	0.30701
ADCK2	0.536425	0.536425	0.418165	0.418165	0.536425	0.418165	0.471395	0.536425	0.418165	0.52466
ADCK3	0.795165	0.795165	0.8175	0.8175	0.795165	0.8175	0.637525	0.795165	0.8175	0.69223
ADCK4	0.436735	0.436735	0.47131	0.47131	0.436735	0.47131	0.46592	0.436735	0.47131	0.38673
ADCK5	0.407185	0.407185	0.4333425	0.4333425	0.407185	0.4333425	0.38408	0.407185	0.4333425	0.42406
ADCY1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.30723	0.09059	0.09435	0.088555
ADCY10	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADCY2	0.245	0.245	0.09435	0.09435	0.245	0.09435	0.08815	0.245	0.09435	0.088555
ADCY3	0.813285	0.813285	0.84916	0.84916	0.813285	0.84916	0.78115	0.813285	0.84916	0.70107
ADCY4	0.77129	0.77129	0.71906	0.71906	0.77129	0.71906	0.7725775	0.77129	0.71906	0.62593
ADCY5	0.312435	0.312435	0.62581	0.62581	0.312435	0.62581	0.433595	0.312435	0.62581	0.339965
ADCY6	0.59024	0.59024	0.75633	0.75633	0.59024	0.75633	0.79613	0.59024	0.75633	0.642525
ADCY7	0.301475	0.301475	0.300265	0.300265	0.301475	0.300265	0.2283	0.301475	0.300265	0.389585
ADCY8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADCY9	0.46667	0.46667	0.39658	0.39658	0.46667	0.39658	0.48726	0.46667	0.39658	0.345175
ADCYAP1	0.55719	0.55719	0.365625	0.365625	0.55719	0.365625	0.08815	0.55719	0.365625	0.25811
ADCYAP1R1	0.09059	0.09059	0.30875	0.30875	0.09059	0.30875	0.35465	0.09059	0.30875	0.088555
ADD1	0.762855	0.762855	0.8175	0.8175	0.762855	0.8175	0.8456	0.762855	0.8175	0.78028
ADD2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADD3	0.85151	0.85151	0.773805	0.773805	0.85151	0.773805	0.88892	0.85151	0.773805	0.8077075
ADGB	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADH1A	0.26493	0.26493	0.250715	0.250715	0.26493	0.250715	0.08815	0.26493	0.250715	0.088555
ADH1B	0.98947	0.98947	0.994475	0.994475	0.98947	0.994475	0.96588	0.98947	0.994475	0.96284
ADH4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.330045
ADH5	0.8802	0.8802	0.91131	0.91131	0.8802	0.91131	0.88044	0.8802	0.91131	0.84107
ADH6	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADH7	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADHFE1	0.461995	0.461995	0.57065	0.57065	0.461995	0.57065	0.35465	0.461995	0.57065	0.44704
ADI1	0.560155	0.560155	0.71422	0.71422	0.560155	0.71422	0.68652	0.560155	0.71422	0.617005
ADIG	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADIPOQ	0.85939	0.85939	0.96664	0.96664	0.85939	0.96664	0.68138	0.85939	0.96664	0.92336
ADIPOR1	0.86266	0.86266	0.8420875	0.8420875	0.86266	0.8420875	0.81089	0.86266	0.8420875	0.85353
ADIPOR2	0.674045	0.674045	0.83906	0.83906	0.674045	0.83906	0.6748	0.674045	0.83906	0.664205
ADIRF	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADIRF-AS1	0.68138	0.68138	0.335615	0.335615	0.68138	0.335615	0.433595	0.68138	0.335615	0.412425
ADK	0.53145	0.53145	0.5608	0.5608	0.53145	0.5608	0.5447	0.53145	0.5608	0.56987
ADM	0.99182	0.99182	0.98251	0.98251	0.99182	0.98251	0.96974	0.99182	0.98251	0.97971
ADM2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADM5	0.24249	0.24249	0.368025	0.368025	0.24249	0.368025	0.46761	0.24249	0.368025	0.31987
ADNP	0.64665	0.64665	0.63659	0.63659	0.64665	0.63659	0.68466	0.64665	0.63659	0.639165
ADNP2	0.59024	0.59024	0.43788	0.43788	0.59024	0.43788	0.40829	0.59024	0.43788	0.4407875
ADO	0.34	0.34	0.42728	0.42728	0.34	0.42728	0.38541	0.34	0.42728	0.41948
ADORA1	0.2483	0.2483	0.295425	0.295425	0.2483	0.295425	0.08815	0.2483	0.295425	0.22567
ADORA2A-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADORA2B	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADORA3	0.312435	0.312435	0.5809325	0.5809325	0.312435	0.5809325	0.08815	0.312435	0.5809325	0.46382
ADPGK	0.604855	0.604855	0.63164	0.63164	0.604855	0.63164	0.5745875	0.604855	0.63164	0.71508
ADPRH	0.3880475	0.3880475	0.46737	0.46737	0.3880475	0.46737	0.423135	0.3880475	0.46737	0.527325
ADPRHL1	0.23346	0.23346	0.09435	0.09435	0.23346	0.09435	0.23502	0.23346	0.09435	0.088555
ADPRHL2	0.7476	0.7476	0.72043	0.72043	0.7476	0.72043	0.75073	0.7476	0.72043	0.74433
ADPRM	0.70183	0.70183	0.487025	0.487025	0.70183	0.487025	0.534215	0.70183	0.487025	0.4565325
ADRA1A	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADRA1B	0.42765	0.42765	0.24044	0.24044	0.42765	0.24044	0.29828	0.42765	0.24044	0.088555
ADRA1D	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.259385	0.09059	0.09435	0.278665
ADRA2A	0.62785	0.62785	0.915135	0.915135	0.62785	0.915135	0.91604	0.62785	0.915135	0.81152
ADRA2B	0.394855	0.394855	0.376365	0.376365	0.394855	0.376365	0.752995	0.394855	0.376365	0.68111
ADRA2C	0.45503	0.45503	0.55593	0.55593	0.45503	0.55593	0.57082	0.45503	0.55593	0.4655825
ADRB1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADRB2	0.568485	0.568485	0.5608	0.5608	0.568485	0.5608	0.452195	0.568485	0.5608	0.62332
ADRB3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
ADRBK1	0.8462	0.8462	0.81249	0.81249	0.8462	0.81249	0.78115	0.8462	0.81249	0.87349
ADRBK2	0.301475	0.301475	0.67938	0.67938	0.301475	0.67938	0.3563	0.301475	0.67938	0.583845
ADRM1	0.85267	0.85267	0.8463	0.8463	0.85267	0.8463	0.7801225	0.85267	0.8463	0.84223
ADSL	0.47762	0.47762	0.5458325	0.5458325	0.47762	0.5458325	0.48888	0.47762	0.5458325	0.44891
ADSS	0.68138	0.68138	0.64402	0.64402	0.68138	0.64402	0.68652	0.68138	0.64402	0.650935
ADSSL1	0.386785	0.386785	0.2708175	0.2708175	0.386785	0.2708175	0.24737	0.386785	0.2708175	0.278665
ADTRP	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AEBP1	0.984855	0.984855	0.96517	0.96517	0.984855	0.96517	0.98029	0.984855	0.96517	0.97229
AEBP2	0.511445	0.511445	0.44607	0.44607	0.511445	0.44607	0.62581	0.511445	0.44607	0.528945
AEN	0.29571	0.29571	0.28912	0.28912	0.29571	0.28912	0.27593	0.29571	0.28912	0.27769
AES	0.912445	0.912445	0.89846	0.89846	0.912445	0.89846	0.87512	0.912445	0.89846	0.87811
AF001548.5	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.251305	0.09059	0.09435	0.23866
AF067845.1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AF131215.4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AF131215.8	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AF186192.1	0.2310575	0.2310575	0.09435	0.09435	0.2310575	0.09435	0.08815	0.2310575	0.09435	0.088555
AF213884.2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AFAP1	0.505135	0.505135	0.52571	0.52571	0.505135	0.52571	0.57082	0.505135	0.52571	0.52271
AFAP1-AS1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AFAP1L1	0.83887	0.83887	0.7293675	0.7293675	0.83887	0.7293675	0.69189	0.83887	0.7293675	0.6543525
AFAP1L2	0.2435	0.2435	0.374985	0.374985	0.2435	0.374985	0.62059	0.2435	0.374985	0.37604
AFF1	0.70529	0.70529	0.75918	0.75918	0.70529	0.75918	0.760625	0.70529	0.75918	0.652575
AFF2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AFF3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.324485	0.09059	0.09435	0.088555
AFF4	0.66653	0.66653	0.641085	0.641085	0.66653	0.641085	0.669765	0.66653	0.641085	0.64088
AFG3L2	0.54983	0.54983	0.480605	0.480605	0.54983	0.480605	0.417285	0.54983	0.480605	0.429345
AFM	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AFMID	0.256825	0.256825	0.363075	0.363075	0.256825	0.363075	0.40689	0.256825	0.363075	0.43651
AFP	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AFTPH	0.52311	0.52311	0.51279	0.51279	0.52311	0.51279	0.58335	0.52311	0.51279	0.51301
AGA	0.46382	0.46382	0.38472	0.38472	0.46382	0.38472	0.46031	0.46382	0.38472	0.432255
AGAP1	0.385525	0.385525	0.3577125	0.3577125	0.385525	0.3577125	0.40363	0.385525	0.3577125	0.29185
AGAP2	0.09059	0.09059	0.25909	0.25909	0.09059	0.25909	0.08815	0.09059	0.25909	0.088555
AGAP2-AS1	0.36931	0.36931	0.2937825	0.2937825	0.36931	0.2937825	0.28753	0.36931	0.2937825	0.27559
AGAP3	0.61405	0.61405	0.622025	0.622025	0.61405	0.622025	0.56191	0.61405	0.622025	0.658555
AGAP4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.263125
AGAP6	0.62785	0.62785	0.57829	0.57829	0.62785	0.57829	0.534215	0.62785	0.57829	0.587015
AGAP9	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGBL1	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGBL2	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGBL3	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGBL4	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGBL5	0.488805	0.488805	0.376365	0.376365	0.488805	0.376365	0.43179	0.488805	0.376365	0.381375
AGER	0.42305	0.42305	0.31951	0.31951	0.42305	0.31951	0.339965	0.42305	0.31951	0.38673
AGFG1	0.68797	0.68797	0.777725	0.777725	0.68797	0.777725	0.55016	0.68797	0.777725	0.63595
AGFG2	0.47206	0.47206	0.49619	0.49619	0.47206	0.49619	0.49916	0.47206	0.49619	0.394985
AGGF1	0.436735	0.436735	0.441805	0.441805	0.436735	0.441805	0.5189	0.436735	0.441805	0.4667825
AGK	0.37281	0.37281	0.3934	0.3934	0.37281	0.3934	0.40689	0.37281	0.3934	0.41799
AGL	0.339035	0.339035	0.42478	0.42478	0.339035	0.42478	0.43179	0.339035	0.42478	0.36606
AGMAT	0.09059	0.09059	0.09435	0.09435	0.09059	0.09435	0.08815	0.09059	0.09435	0.088555
AGO1	0.41701	0.41701	0.371665	0.371665	0.41701	0.371665	0.410905	0.41701	0.371665	0.46813
AGO2	0.38303	0.38303	0.33014	0.33014	0.38303	0.33014	0.283555	0.38303	0.33014	0.3124975
AGO3	0.30358	0.30358	0.274385	0.274385	0.30358	0.274385	0.290555	0.30358	0.274385	0.27769
AGO4	0.63428	0.63428	0.50423	0.50423	0.63428	0.50423	0.536035	0.63428	0.50423	0.60702
