Sample1	Sample2	Sample3	Sample4	Sample5
AFF3	0.461385	0.50047	0.37194	0.385295	0.71221
AFF4	0.76522	0.87316	0.65666	0.86513	0.94426
AFG3L2	0.70175	0.77882	0.71968	0.7296	0.63574
AFM	0.11898	0.11846	0.12279	0.1376	0.11786
AFMID	0.43852	0.461385	0.5091	0.37688	0.4283425
AFP	0.11898	0.11846	0.12279	0.1376	0.11786
AFTPH	0.7543	0.780175	0.6029	0.776925	0.84705
AGA	0.700915	0.49338	0.699345	0.545635	0.48815
AGAP1	0.32721	0.11846	0.12279	0.1376	0.11786
AGAP2	0.72783	0.59628	0.82527	0.62715	0.67455
AGAP2-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
AGAP3	0.308575	0.11846	0.12279	0.1376	0.11786
AGAP4	0.3666225	0.4332475	0.39756	0.481055	0.5115925
AGAP6	0.451305	0.67517	0.65514	0.6506	0.744515
AGAP9	0.360475	0.43179	0.4267675	0.35974	0.43081
AGBL1	0.11898	0.11846	0.12279	0.1376	0.11786
AGBL2	0.32244	0.11846	0.12279	0.1376	0.30191
AGBL3	0.11898	0.11846	0.12279	0.1376	0.345505
AGBL4	0.39716	0.11846	0.12279	0.1376	0.11786
AGBL5	0.73518	0.66463	0.71101	0.77616	0.5848525
AGER	0.4091925	0.4556	0.640435	0.53045	0.38045
AGFG1	0.61054	0.73685	0.58915	0.70627	0.75267
AGFG2	0.11898	0.11846	0.12279	0.1376	0.11786
AGGF1	0.646225	0.646075	0.56053	0.567315	0.58713
AGK	0.541385	0.50423	0.50845	0.439825	0.4769
AGL	0.4077	0.52461	0.456055	0.44283	0.6301
AGMAT	0.11898	0.11846	0.12279	0.1376	0.3505475
AGO1	0.62366	0.62819	0.556095	0.657845	0.655435
AGO2	0.70111	0.79086	0.772635	0.85399	0.74408
AGO3	0.371665	0.51524	0.4184	0.46382	0.7084
AGO4	0.51099	0.60728	0.4860125	0.512335	0.716345
AGPAT1	0.559015	0.495095	0.77532	0.561205	0.445495
AGPAT2	0.66626	0.56583	0.60988	0.5683	0.370935
AGPAT3	0.473115	0.456765	0.34825	0.42194	0.3878625
AGPAT4	0.32217	0.11846	0.329255	0.368345	0.36807
AGPAT5	0.52259	0.5456825	0.53358	0.65609	0.76621
AGPAT6	0.53059	0.620675	0.697685	0.69706	0.56865
AGPAT9	0.11898	0.3262575	0.12279	0.1376	0.11786
AGPS	0.61066	0.74345	0.60728	0.55809	0.78103
AGR2	0.11898	0.11846	0.12279	0.1376	0.11786
AGR3	0.11898	0.11846	0.12279	0.1376	0.11786
AGRN	0.11898	0.11846	0.35755	0.40359	0.11786
AGRP	0.11898	0.11846	0.12279	0.1376	0.11786
AGT	0.11898	0.11846	0.12279	0.1376	0.11786
AGTPBP1	0.592735	0.80652	0.75739	0.84114	0.80599
AGTR1	0.11898	0.11846	0.12279	0.1376	0.11786
AGTR2	0.11898	0.11846	0.12279	0.1376	0.11786
AGTRAP	0.53573	0.42573	0.454875	0.362965	0.311925
AGXT	0.11898	0.11846	0.12279	0.1376	0.11786
AGXT2	0.11898	0.11846	0.12279	0.1376	0.11786
AHCTF1	0.5717	0.92447	0.664065	0.81376	0.88994
AHCY	0.86637	0.8461	0.93026	0.92942	0.76042
AHCYL1	0.67145	0.79983	0.73358	0.528505	0.8038175
AHCYL2	0.4046875	0.37746	0.42011	0.386785	0.55086
AHDC1	0.40975	0.6788725	0.51993	0.603285	0.4301
AHI1	0.35698	0.72802	0.704005	0.422425	0.77947
AHNAK	0.84362	0.85913	0.88528	0.553095	0.95831
AHNAK2	0.11898	0.11846	0.12279	0.1376	0.11786
AHR	0.78846	0.743055	0.12279	0.1376	0.30191
AHRR	0.11898	0.11846	0.12279	0.1376	0.11786
AHSA1	0.851635	0.83376	0.9237	0.82217	0.9239
AHSA2	0.650085	0.69881	0.71711	0.5366	0.83077
AHSG	0.11898	0.11846	0.12279	0.1376	0.11786
AHSP	0.92847	0.89098	0.83517	0.632365	0.11786
AICDA	0.11898	0.11846	0.12279	0.1376	0.11786
AIDA	0.49398	0.55016	0.50435	0.43822	0.62217
AIF1	0.96861	0.96406	0.97453	0.93267	0.84993
AIF1L	0.11898	0.11846	0.12279	0.468555	0.11786
AIFM1	0.67002	0.71968	0.77146	0.65738	0.60642
AIFM2	0.11898	0.11846	0.32467	0.1376	0.11786
AIFM3	0.11898	0.11846	0.12279	0.1376	0.11786
AIG1	0.383645	0.3788575	0.32137	0.1376	0.359195
AIM1	0.53492	0.614895	0.61302	0.666115	0.84829
AIM1L	0.11898	0.11846	0.12279	0.1376	0.11786
AIM2	0.11898	0.11846	0.12279	0.1376	0.11786
AIMP1	0.77399	0.7995	0.77082	0.78161	0.65194
AIMP2	0.582455	0.53961	0.77446	0.40407	0.410055
AIP	0.9591	0.91432	0.94016	0.937	0.88385
AIPL1	0.11898	0.11846	0.12279	0.1376	0.11786
AIRE	0.11898	0.11846	0.12279	0.1376	0.11786
AJAP1	0.795825	0.540895	0.87036	0.82122	0.61712
AJUBA	0.11898	0.11846	0.338515	0.1376	0.11786
AK1	0.11898	0.11846	0.12279	0.1376	0.330185
AK2	0.88509	0.83707	0.88434	0.59693	0.77017
AK3	0.7165	0.774275	0.79902	0.6516	0.87173
AK5	0.11898	0.11846	0.12279	0.1376	0.11786
AK7	0.11898	0.11846	0.12279	0.1376	0.11786
AK8	0.11898	0.11846	0.12279	0.1376	0.11786
AK9	0.36879	0.30566	0.322795	0.1376	0.35443
AKAP1	0.575	0.616445	0.59652	0.563795	0.59981
AKAP10	0.59189	0.543295	0.522305	0.4723	0.65525
AKAP11	0.55852	0.538785	0.471085	0.40498	0.639615
AKAP12	0.11898	0.7409	0.12279	0.1376	0.951
AKAP13	0.72432	0.662045	0.6625125	0.60607	0.80862
AKAP14	0.11898	0.11846	0.12279	0.1376	0.11786
AKAP17A	0.86075	0.89075	0.884965	0.96537	0.91159
AKAP3	0.11898	0.11846	0.12279	0.1376	0.11786
AKAP4	0.11898	0.11846	0.12279	0.1376	0.11786
AKAP5	0.11898	0.33217	0.12279	0.1376	0.48738
AKAP6	0.11898	0.11846	0.12279	0.1376	0.11786
AKAP7	0.72891	0.417935	0.3525125	0.1376	0.50369
AKAP8	0.78181	0.793505	0.736025	0.91591	0.772635
AKAP8L	0.884965	0.83275	0.83913	0.93437	0.738125
AKAP9	0.595305	0.75159	0.6163	0.735355	0.83766
AKIP1	0.52023	0.47737	0.57834	0.436175	0.46876
AKIRIN1	0.87071	0.86873	0.82779	0.92638	0.75119
AKIRIN2	0.865325	0.74564	0.86781	0.87835	0.85075
AKNA	0.83994	0.78385	0.85255	0.657145	0.77176
AKNAD1	0.11898	0.11846	0.12279	0.1376	0.11786
AKR1A1	0.86433	0.81995	0.89433	0.83543	0.79531
AKR1B1	0.70288	0.79636	0.86093	0.73642	0.592155
AKR1B10	0.11898	0.11846	0.12279	0.1376	0.11786
AKR1C1	0.11898	0.11846	0.12279	0.1376	0.11786
AKR1C3	0.56036	0.3122375	0.81367	0.60469	0.11786
AKR1C4	0.11898	0.11846	0.12279	0.1376	0.11786
AKR1D1	0.11898	0.11846	0.12279	0.1376	0.11786
AKR1E2	0.11898	0.11846	0.3538075	0.37462	0.11786
AKR7A2	0.76905	0.87282	0.88153	0.78888	0.62325
AKR7A3	0.11898	0.316985	0.12279	0.40576	0.11786
AKT1	0.76632	0.71049	0.831235	0.73337	0.708575
AKT1S1	0.403765	0.36722	0.3789	0.45028	0.515995
AKT2	0.69756	0.698365	0.69559	0.736635	0.72157
AKT3	0.11898	0.677165	0.735355	0.76943	0.91492
AKTIP	0.11898	0.11846	0.3456	0.1376	0.33078
AL022341.3	0.42107	0.11846	0.33484	0.1376	0.11786
AL022344.5	0.11898	0.11846	0.12279	0.1376	0.11786
AL132709.8	0.11898	0.11846	0.12279	0.1376	0.11786
AL133493.2	0.11898	0.11846	0.12279	0.1376	0.11786
AL928742.12	0.11898	0.11846	0.12279	0.1376	0.11786
ALAD	0.650085	0.59114	0.5864325	0.454435	0.45383
ALAS1	0.858805	0.72599	0.81607	0.843025	0.70429
ALAS2	0.78275	0.69066	0.63506	0.51486	0.11786
ALB	0.11898	0.11846	0.12279	0.1376	0.11786
ALCAM	0.52662	0.30984	0.12279	0.1376	0.71311
ALDH16A1	0.64475	0.5511	0.71403	0.547845	0.49354
ALDH18A1	0.86228	0.77416	0.914625	0.66963	0.82071
ALDH1A1	0.5197675	0.30566	0.12279	0.1376	0.11786
ALDH1A2	0.88683	0.11846	0.79403	0.9468	0.92336
ALDH1A3	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH1B1	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH1L1	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH1L1-AS2	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH1L2	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH2	0.41403	0.416755	0.5275575	0.1376	0.355195
ALDH3A1	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH3A2	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH3B1	0.11898	0.11846	0.12279	0.1376	0.11786
ALDH3B2	0.7147	0.11846	0.12279	0.1376	0.11786
ALDH4A1	0.30938	0.346225	0.12279	0.1376	0.11786
ALDH5A1	0.731835	0.59189	0.679185	0.40576	0.58979
ALDH6A1	0.58142	0.4468	0.4564375	0.38072	0.402475
ALDH7A1	0.38303	0.11846	0.40293	0.1376	0.11786
ALDH8A1	0.11898	0.11846	0.12279	0.4636	0.571945
ALDH9A1	0.84107	0.76346	0.79302	0.63399	0.77333
ALDOA	0.95723	0.94928	0.96425	0.97762	0.92058
ALDOB	0.11898	0.11846	0.12279	0.1376	0.11786
ALDOC	0.421395	0.3196225	0.66327	0.496655	0.38002
ALG1	0.396665	0.327995	0.4224825	0.1376	0.11786
ALG10	0.520505	0.4787475	0.436455	0.42038	0.498735
ALG12	0.5458325	0.461385	0.57342	0.55884	0.40282
ALG13	0.5568	0.52265	0.52815	0.468685	0.57047
ALG14	0.11898	0.11846	0.12279	0.1376	0.11786
ALG2	0.699895	0.54075	0.528785	0.725875	0.54174
ALG3	0.413425	0.450445	0.45857	0.41284	0.327795
ALG5	0.64821	0.63773	0.72311	0.64407	0.58922
ALG6	0.428865	0.440515	0.43745	0.1376	0.522505
ALG8	0.51455	0.55143	0.61388	0.47325	0.553645
ALG9	0.409455	0.58858	0.45598	0.5489375	0.5042
ALK	0.11898	0.11846	0.12279	0.1376	0.11786
ALKBH1	0.47455	0.434835	0.3578	0.53787	0.4361
ALKBH2	0.5309275	0.47727	0.55241	0.5979	0.377255
ALKBH3	0.71035	0.6217825	0.69324	0.593665	0.11786
ALKBH3-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
ALKBH4	0.623515	0.486245	0.61201	0.774275	0.39374
ALKBH5	0.94416	0.94352	0.95643	0.97423	0.91525
ALKBH6	0.11898	0.11846	0.12279	0.1376	0.11786
ALKBH7	0.87381	0.71302	0.85754	0.89288	0.61116
ALKBH8	0.36263	0.42861	0.34642	0.1376	0.49724
ALLC	0.11898	0.11846	0.12279	0.1376	0.11786
ALMS1	0.58617	0.83341	0.55835	0.66001	0.84705
ALMS1-IT1	0.338895	0.5878	0.320695	0.368885	0.41962
ALOX12	0.11898	0.11846	0.12279	0.1376	0.11786
ALOX12B	0.11898	0.11846	0.12279	0.1376	0.11786
ALOX15	0.11898	0.11846	0.12279	0.1376	0.11786
ALOX15B	0.11898	0.11846	0.12279	0.1376	0.11786
ALOX5	0.11898	0.38229	0.36283	0.1376	0.365755
ALOX5AP	0.88425	0.573585	0.4656825	0.1376	0.4979525
ALOXE3	0.11898	0.11846	0.12279	0.1376	0.11786
ALPI	0.11898	0.11846	0.12279	0.1376	0.11786
ALPK1	0.33614	0.35012	0.331395	0.1376	0.43314
ALPK2	0.11898	0.11846	0.12279	0.1376	0.11786
ALPK3	0.11898	0.11846	0.12279	0.1376	0.11786
ALPL	0.11898	0.11846	0.12279	0.1376	0.11786
ALPP	0.11898	0.11846	0.12279	0.1376	0.11786
ALPPL2	0.11898	0.11846	0.12279	0.1376	0.11786
ALS2	0.32887	0.11846	0.34608	0.358325	0.34154
ALS2CL	0.11898	0.11846	0.12279	0.1376	0.11786
ALS2CR11	0.11898	0.11846	0.12279	0.1376	0.11786
ALS2CR12	0.11898	0.11846	0.12279	0.1376	0.11786
ALX1	0.11898	0.11846	0.12279	0.1376	0.11786
ALX3	0.11898	0.11846	0.12279	0.1376	0.11786
ALX4	0.11898	0.11846	0.12279	0.1376	0.11786
ALYREF	0.94957	0.96619	0.97025	0.9579	0.94043
AMACR	0.11898	0.11846	0.12279	0.1376	0.325885
AMBN	0.11898	0.11846	0.12279	0.1376	0.11786
AMBP	0.11898	0.11846	0.12279	0.1376	0.11786
AMBRA1	0.84067	0.850295	0.74982	0.87381	0.74606
AMD1	0.957765	0.98109	0.93831	0.96943	0.97833
AMDHD1	0.11898	0.11846	0.12279	0.1376	0.31135
AMELX	0.11898	0.11846	0.12279	0.1376	0.11786
AMELY	0.11898	0.11846	0.12279	0.1376	0.11786
AMER1	0.40053	0.399495	0.39662	0.3711	0.3908825
AMER2	0.11898	0.11846	0.12279	0.1376	0.11786
AMER3	0.11898	0.11846	0.12279	0.1376	0.11786
AMFR	0.839475	0.88683	0.84856	0.93767	0.85809
AMHR2	0.11898	0.11846	0.12279	0.1376	0.11786
AMICA1	0.11898	0.11846	0.3168125	0.1376	0.11786
AMIGO1	0.11898	0.11846	0.12279	0.1376	0.32041
AMIGO2	0.337005	0.11846	0.33622	0.1376	0.11786
AMMECR1	0.33572	0.339035	0.342255	0.1376	0.414635
AMMECR1L	0.69388	0.74618	0.73511	0.84023	0.76849
AMN	0.37194	0.11846	0.12279	0.1376	0.3684625
AMN1	0.3909625	0.38593	0.4989425	0.474425	0.37204
AMOT	0.3634025	0.419755	0.38495	0.1376	0.449825
AMOTL1	0.4126275	0.85482	0.491565	0.37722	0.74953
AMOTL2	0.11898	0.11846	0.12279	0.1376	0.11786
AMPD1	0.11898	0.11846	0.12279	0.1376	0.3752
AMPD2	0.72717	0.89332	0.8024	0.86814	0.79663
AMPD3	0.424315	0.4141725	0.3857425	0.1376	0.48507
AMPH	0.11898	0.11846	0.12279	0.1376	0.11786
AMT	0.35794	0.32919	0.337885	0.1376	0.337885
AMZ1	0.11898	0.11846	0.12279	0.1376	0.11786
AMZ2	0.803885	0.55745	0.68497	0.57945	0.46382
ANAPC10	0.744515	0.7	0.600615	0.642955	0.69345
ANAPC11	0.53651	0.49805	0.68666	0.58922	0.3864425
ANAPC13	0.79794	0.55495	0.64897	0.647765	0.610445
ANAPC15	0.76047	0.75096	0.82487	0.74902	0.595305
ANAPC16	0.92619	0.81506	0.87316	0.7695	0.830975
ANAPC2	0.68646	0.545	0.59132	0.661075	0.65837
ANAPC4	0.45256	0.485515	0.50195	0.443025	0.59132
ANAPC5	0.69032	0.745815	0.80516	0.72274	0.73642
ANAPC7	0.49882	0.6158475	0.57734	0.4956	0.53437
ANG	0.11898	0.11846	0.12279	0.1376	0.11786
ANGEL1	0.57643	0.514425	0.563985	0.46606	0.41447
ANGEL2	0.518485	0.5017025	0.530765	0.57606	0.61688
ANGPT1	0.53304	0.11846	0.515455	0.1376	0.549475
ANGPT2	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPT4	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPTL1	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPTL2	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPTL3	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPTL4	0.11898	0.11846	0.12279	0.1376	0.11786
ANGPTL6	0.31367	0.11846	0.359515	0.41807	0.41948
ANGPTL7	0.11898	0.11846	0.12279	0.1376	0.11786
ANHX	0.11898	0.11846	0.12279	0.1376	0.11786
ANK1	0.39027	0.38437	0.12279	0.1376	0.11786
ANK2	0.11898	0.11846	0.12279	0.1376	0.11786
ANK3	0.11898	0.11846	0.12279	0.1376	0.11786
ANKAR	0.33457	0.383435	0.35145	0.383645	0.39158
ANKDD1A	0.11898	0.413425	0.12279	0.1376	0.320035
ANKEF1	0.11898	0.11846	0.12279	0.1376	0.11786
ANKFN1	0.11898	0.11846	0.12279	0.1376	0.342415
ANKFY1	0.43157	0.49762	0.459485	0.50842	0.5878
ANKH	0.11898	0.52692	0.38037	0.434955	0.528245
ANKHD1	0.11898	0.48687	0.12279	0.43464	0.42001
ANKIB1	0.70465	0.72339	0.66099	0.70438	0.849815
ANKLE1	0.11898	0.3957	0.40071	0.42947	0.11786
ANKLE2	0.58295	0.75241	0.66343	0.74424	0.76928
ANKMY1	0.4182075	0.3783525	0.3752	0.1376	0.41321
ANKMY2	0.617005	0.53559	0.50544	0.50743	0.552795
ANKRA2	0.672125	0.56776	0.55707	0.65866	0.62879
ANKRD1	0.11898	0.90166	0.53634	0.1376	0.89612
ANKRD10	0.93659	0.92579	0.90197	0.9075	0.944875
ANKRD10-IT1	0.83024	0.80207	0.69809	0.663925	0.77098
ANKRD11	0.58039	0.72503	0.69719	0.81482	0.76928
ANKRD12	0.6159475	0.7505	0.52985	0.75485	0.84223
ANKRD13A	0.83052	0.612965	0.70269	0.7158	0.69824
ANKRD13B	0.3563	0.46646	0.396095	0.45213	0.349385
ANKRD13C	0.69204	0.692805	0.61515	0.69484	0.74798
ANKRD13D	0.65148	0.69075	0.789835	0.71543	0.74499
ANKRD16	0.43788	0.405515	0.563795	0.44056	0.340815
ANKRD17	0.78068	0.81933	0.7256	0.786585	0.92923
ANKRD18A	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD18B	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD2	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD22	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD23	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD24	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD26	0.58809	0.631215	0.459665	0.40778	0.747935
ANKRD27	0.4185375	0.54198	0.4466925	0.377675	0.698915
ANKRD28	0.78964	0.73735	0.708875	0.796805	0.83797
ANKRD29	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD30A	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD30B	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD31	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD32	0.3634025	0.535075	0.375305	0.42704	0.573255
ANKRD33	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD33B	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD34A	0.34154	0.11846	0.12279	0.1376	0.11786
ANKRD34C	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD35	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD36	0.74059	0.90767	0.766905	0.74863	0.94512
ANKRD36C	0.84725	0.95254	0.843025	0.858805	0.97006
ANKRD37	0.349635	0.11846	0.35907	0.38593	0.522825
ANKRD39	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD40	0.7259325	0.72323	0.69652	0.76017	0.714875
ANKRD44	0.63853	0.48298	0.45749	0.3563	0.73218
ANKRD44-IT1	0.64867	0.64174	0.545635	0.401565	0.67089
ANKRD45	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD46	0.53187	0.39307	0.531215	0.1376	0.45719
ANKRD49	0.76167	0.62901	0.59278	0.583155	0.71834
ANKRD50	0.49012	0.55026	0.38992	0.4567975	0.59081
ANKRD52	0.534685	0.72851	0.62292	0.722425	0.64803
ANKRD53	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD54	0.562245	0.627685	0.58858	0.657145	0.4301
ANKRD55	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD6	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD60	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD65	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD7	0.11898	0.11846	0.12279	0.1376	0.11786
ANKRD9	0.11898	0.11846	0.12279	0.1376	0.11786
ANKS1A	0.3870775	0.36651	0.47684	0.43062	0.405905
ANKS1B	0.11898	0.11846	0.12279	0.1376	0.11786
ANKS3	0.36807	0.30984	0.390095	0.3752	0.3230875
ANKS4B	0.11898	0.11846	0.12279	0.1376	0.11786
ANKS6	0.377875	0.11846	0.4039275	0.45755	0.4216475
ANKUB1	0.11898	0.11846	0.12279	0.1376	0.11786
ANKZF1	0.606305	0.55835	0.585455	0.51383	0.6212
ANLN	0.48847	0.83045	0.60686	0.62427	0.745815
ANO1	0.11898	0.11846	0.12279	0.1376	0.11786
ANO10	0.11898	0.3470275	0.336895	0.1376	0.373325
ANO2	0.11898	0.11846	0.12279	0.1376	0.11786
ANO3	0.11898	0.11846	0.12279	0.1376	0.11786
ANO4	0.11898	0.11846	0.12279	0.1376	0.11786
ANO5	0.11898	0.11846	0.12279	0.1376	0.11786
ANO6	0.6182	0.769605	0.61935	0.71179	0.92086
ANO7	0.11898	0.11846	0.12279	0.1376	0.11786
ANO8	0.409375	0.539875	0.533355	0.57255	0.4763
ANO9	0.372345	0.39253	0.12279	0.47816	0.11786
ANP32A	0.83391	0.81701	0.85662	0.727	0.85542
ANP32B	0.93417	0.97166	0.947	0.93248	0.96892
ANP32D	0.11898	0.11846	0.12279	0.1376	0.11786
ANP32E	0.837525	0.91853	0.849	0.752995	0.91331
ANPEP	0.11898	0.37041	0.35929	0.39865	0.11786
ANTXR1	0.47556	0.44313	0.483065	0.3563	0.36765
ANTXR2	0.33935	0.11846	0.12279	0.1376	0.404215
ANXA1	0.97727	0.88753	0.954725	0.58062	0.96497
ANXA10	0.11898	0.11846	0.12279	0.1376	0.11786
ANXA11	0.86897	0.83672	0.88211	0.79217	0.79119
ANXA13	0.11898	0.11846	0.12279	0.1376	0.11786
ANXA2	0.387265	0.597085	0.88519	0.54675	0.529975
ANXA2R	0.96476	0.6936	0.69388	0.81112	0.60503
ANXA3	0.11898	0.11846	0.12279	0.1376	0.11786
ANXA4	0.36263	0.11846	0.36498	0.1376	0.11786
ANXA5	0.422425	0.55689	0.9581	0.87372	0.11786
ANXA6	0.95197	0.95197	0.97727	0.93156	0.93659
ANXA7	0.88623	0.86591	0.874475	0.83245	0.8103
ANXA9	0.11898	0.11846	0.12279	0.1376	0.11786
AOAH	0.40363	0.59545	0.43257	0.1376	0.377875
AOC1	0.11898	0.11846	0.12279	0.1376	0.11786
AOC2	0.11898	0.33754	0.12279	0.38894	0.11786
AOC3	0.11898	0.11846	0.12279	0.1376	0.11786
AOX1	0.11898	0.11846	0.12279	0.1376	0.11786
AP000230.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP000253.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP000265.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP000462.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP000473.8	0.11898	0.11846	0.12279	0.1376	0.11786
AP000525.9	0.11898	0.11846	0.362965	0.1376	0.11786
AP000696.2	0.11898	0.11846	0.12279	0.1376	0.11786
AP001063.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP001171.1	0.11898	0.11846	0.12279	0.1376	0.11786
AP001189.4	0.11898	0.11846	0.12279	0.1376	0.11786
AP001462.6	0.389445	0.3825375	0.4102525	0.1376	0.3505475
AP001605.4	0.11898	0.11846	0.12279	0.1376	0.11786
AP001630.5	0.11898	0.11846	0.12279	0.1376	0.11786
AP006216.10	0.11898	0.11846	0.12279	0.1376	0.381925
AP006222.2	0.11898	0.11846	0.12279	0.1376	0.11786
AP006547.3	0.11898	0.11846	0.12279	0.1376	0.11786
AP1AR	0.4952475	0.47293	0.515995	0.403135	0.543295
AP1B1	0.76508	0.77998	0.82323	0.79044	0.647765
AP1G1	0.66645	0.80302	0.571515	0.82961	0.79058
AP1G2	0.68124	0.67933	0.729425	0.6387	0.734045
AP1M1	0.80184	0.757055	0.87989	0.72282	0.66685
AP1M2	0.11898	0.11846	0.12279	0.1376	0.11786
AP1S1	0.72249	0.6412	0.80184	0.1376	0.48082
AP1S2	0.45193	0.52265	0.63063	0.5005125	0.86145
AP1S3	0.11898	0.11846	0.12279	0.1376	0.11786
AP2A1	0.5471825	0.58357	0.6361	0.59048	0.4715
AP2A2	0.515735	0.63382	0.56268	0.64304	0.605555
AP2B1	0.81777	0.774275	0.817955	0.71883	0.843025
AP2M1	0.93137	0.88402	0.9489	0.90937	0.81791
AP2S1	0.8846	0.81701	0.90428	0.90057	0.63365
AP3B1	0.58628	0.72484	0.59171	0.695625	0.781275
AP3B2	0.11898	0.11846	0.12279	0.1376	0.11786
AP3D1	0.734045	0.677875	0.81057	0.82624	0.62295
AP3M1	0.66947	0.682825	0.53034	0.4567975	0.676945
AP3M2	0.3395	0.346	0.37713	0.1376	0.458155
AP3S1	0.78402	0.6532775	0.72473	0.67601	0.6785
AP4B1	0.52271	0.53455	0.50732	0.58425	0.699345
AP4E1	0.42021	0.556375	0.41701	0.52213	0.63481
AP4M1	0.445135	0.39632	0.56261	0.4556	0.439325
AP4S1	0.369025	0.33345	0.374985	0.1376	0.34921
AP5B1	0.71349	0.615895	0.51793	0.68764	0.436175
AP5M1	0.758395	0.68052	0.69388	0.668915	0.7475
AP5S1	0.700465	0.52447	0.72739	0.6874175	0.543875
APAF1	0.420425	0.472605	0.436735	0.401565	0.700775
APBA1	0.11898	0.11846	0.12279	0.1376	0.11786
APBA2	0.64849	0.11846	0.37299	0.42449	0.11786
APBA3	0.39533	0.374215	0.48221	0.41807	0.387355
APBB1	0.11898	0.37252	0.4506125	0.41065	0.380965
APBB1IP	0.87729	0.888085	0.90945	0.64169	0.86859
APBB2	0.11898	0.11846	0.12279	0.1376	0.11786
APC	0.43693	0.44295	0.3817975	0.558565	0.569785
APC2	0.11898	0.11846	0.12279	0.1376	0.11786
APCDD1	0.11898	0.11846	0.12279	0.1376	0.11786
APCDD1L	0.11898	0.11846	0.12279	0.1376	0.11786
APCDD1L-AS1	0.11898	0.11846	0.12279	0.1376	0.11786
APCS	0.11898	0.11846	0.12279	0.1376	0.11786
APEH	0.78103	0.74838	0.89232	0.67865	0.62295
APEX1	0.97443	0.958	0.96578	0.96759	0.90849
APEX2	0.55566	0.4141725	0.57176	0.500705	0.375805
APH1A	0.91564	0.81383	0.90302	0.915135	0.7772625
APH1B	0.34698	0.37062	0.370935	0.39292	0.37429
API5	0.71519	0.811075	0.73271	0.75779	0.80809
APIP	0.47465	0.614895	0.5341	0.45028	0.449825
APLF	0.53674	0.11846	0.57793	0.6520925	0.345325
APLN	0.11898	0.11846	0.12279	0.1376	0.11786
APLNR	0.11898	0.11846	0.12279	0.1376	0.11786
APLP1	0.11898	0.11846	0.12279	0.1376	0.11786
APLP2	0.66789	0.86309	0.6257	0.69824	0.69374
APMAP	0.756735	0.788055	0.89258	0.7862	0.74937
APOA1	0.385295	0.33425	0.12279	0.1376	0.3900475
APOA1BP	0.80686	0.772935	0.90094	0.806095	0.666115
APOA2	0.11898	0.11846	0.12279	0.1376	0.11786
APOA4	0.11898	0.11846	0.12279	0.1376	0.35847
APOA5	0.11898	0.11846	0.12279	0.1376	0.11786
APOB	0.11898	0.11846	0.12279	0.1376	0.11786
APOBEC1	0.11898	0.11846	0.12279	0.1376	0.11786
APOBEC2	0.11898	0.11846	0.12279	0.1376	0.11786
APOBEC3B	0.3709725	0.422275	0.12279	0.1376	0.38567
APOBEC3C	0.92886	0.868845	0.82773	0.644565	0.70228
APOBEC3D	0.600325	0.64082	0.82233	0.68977	0.557795
APOBEC3F	0.510395	0.435825	0.470165	0.3784275	0.466255
APOBEC3G	0.762475	0.57643	0.597405	0.45727	0.5328
